plant_id_eia,technology_description,class_atb,cf_atb
65004,Solar Photovoltaic,9,0.22047669886675608
65005,Solar Photovoltaic,8,0.23163275150342633
65006,Solar Photovoltaic,9,0.22047669886675608
65007,Solar Photovoltaic,8,0.23163275150342633
65008,Solar Photovoltaic,9,0.22047669886675608
65009,Solar Photovoltaic,9,0.22047669886675608
65010,Solar Photovoltaic,8,0.23163275150342633
65011,Solar Photovoltaic,9,0.22047669886675608
65012,Solar Photovoltaic,8,0.23163275150342633
65013,Solar Photovoltaic,8,0.23163275150342633
65014,Solar Photovoltaic,8,0.23163275150342633
65015,Solar Photovoltaic,8,0.23163275150342633
65016,Solar Photovoltaic,7,0.2408794703868765
65017,Solar Photovoltaic,9,0.22047669886675608
65022,Solar Photovoltaic,7,0.2408794703868765
65024,Solar Photovoltaic,9,0.22047669886675608
65025,Solar Photovoltaic,9,0.22047669886675608
65027,Solar Photovoltaic,8,0.23163275150342633
65028,Solar Photovoltaic,5,0.26753870312354816
65029,Solar Photovoltaic,9,0.22047669886675608
65030,Solar Photovoltaic,5,0.26753870312354816
65031,Solar Photovoltaic,8,0.23163275150342633
65032,Solar Photovoltaic,4,0.28148929329880334
65034,Solar Photovoltaic,5,0.26753870312354816
65036,Solar Photovoltaic,5,0.26753870312354816
65037,Solar Photovoltaic,4,0.28148929329880334
65038,Solar Photovoltaic,4,0.28148929329880334
65039,Solar Photovoltaic,4,0.28148929329880334
65040,Solar Photovoltaic,4,0.28148929329880334
65041,Solar Photovoltaic,4,0.28148929329880334
65042,Solar Photovoltaic,4,0.28148929329880334
65043,Solar Photovoltaic,8,0.23163275150342633
65045,Solar Photovoltaic,9,0.22047669886675608
65046,Solar Photovoltaic,8,0.23163275150342633
65047,Solar Photovoltaic,8,0.23163275150342633
65050,Solar Photovoltaic,8,0.23163275150342633
65051,Solar Photovoltaic,9,0.22047669886675608
65052,Solar Photovoltaic,10,0.20237932814438855
65053,Solar Photovoltaic,1,0.3202687659970471
65054,Solar Photovoltaic,8,0.23163275150342633
65055,Solar Photovoltaic,8,0.23163275150342633
65056,Solar Photovoltaic,8,0.23163275150342633
65057,Solar Photovoltaic,8,0.23163275150342633
65058,Solar Photovoltaic,5,0.26753870312354816
65060,Solar Photovoltaic,8,0.23163275150342633
65061,Solar Photovoltaic,8,0.23163275150342633
65062,Solar Photovoltaic,8,0.23163275150342633
65063,Solar Photovoltaic,8,0.23163275150342633
65064,Solar Photovoltaic,8,0.23163275150342633
65065,Solar Photovoltaic,9,0.22047669886675608
65066,Solar Photovoltaic,9,0.22047669886675608
65067,Solar Photovoltaic,10,0.20237932814438855
65068,Solar Photovoltaic,8,0.23163275150342633
65069,Solar Photovoltaic,8,0.23163275150342633
65070,Solar Photovoltaic,4,0.28148929329880334
65071,Solar Photovoltaic,9,0.22047669886675608
65072,Solar Photovoltaic,4,0.28148929329880334
65073,Solar Photovoltaic,2,0.30974988165310763
65075,Solar Photovoltaic,9,0.22047669886675608
65076,Solar Photovoltaic,8,0.23163275150342633
65077,Solar Photovoltaic,8,0.23163275150342633
65078,Solar Photovoltaic,9,0.22047669886675608
65079,Solar Photovoltaic,9,0.22047669886675608
65080,Solar Photovoltaic,9,0.22047669886675608
65081,Solar Photovoltaic,9,0.22047669886675608
65082,Solar Photovoltaic,8,0.23163275150342633
65083,Solar Photovoltaic,8,0.23163275150342633
65084,Solar Photovoltaic,5,0.26753870312354816
65085,Solar Photovoltaic,9,0.22047669886675608
65086,Solar Photovoltaic,8,0.23163275150342633
65087,Solar Photovoltaic,9,0.22047669886675608
65088,Solar Photovoltaic,9,0.22047669886675608
65089,Solar Photovoltaic,4,0.28148929329880334
65090,Solar Photovoltaic,10,0.20237932814438855
65091,Solar Photovoltaic,2,0.30974988165310763
65092,Solar Photovoltaic,8,0.23163275150342633
65093,Solar Photovoltaic,8,0.23163275150342633
65094,Solar Photovoltaic,8,0.23163275150342633
65095,Solar Photovoltaic,8,0.23163275150342633
65096,Solar Photovoltaic,10,0.20237932814438855
65097,Solar Photovoltaic,10,0.20237932814438855
65100,Solar Photovoltaic,9,0.22047669886675608
65101,Solar Photovoltaic,9,0.22047669886675608
65102,Solar Photovoltaic,9,0.22047669886675608
65103,Solar Photovoltaic,3,0.2953626825189205
65104,Solar Photovoltaic,1,0.3202687659970471
65105,Solar Photovoltaic,2,0.30974988165310763
65106,Solar Photovoltaic,6,0.2537975724560726
65107,Solar Photovoltaic,6,0.2537975724560726
65108,Solar Photovoltaic,8,0.23163275150342633
65109,Solar Photovoltaic,8,0.23163275150342633
65110,Solar Photovoltaic,6,0.2537975724560726
65111,Solar Photovoltaic,6,0.2537975724560726
65112,Solar Photovoltaic,9,0.22047669886675608
65114,Solar Photovoltaic,8,0.23163275150342633
65115,Solar Photovoltaic,9,0.22047669886675608
65121,Solar Photovoltaic,9,0.22047669886675608
65122,Solar Photovoltaic,9,0.22047669886675608
65123,Solar Photovoltaic,9,0.22047669886675608
65124,Solar Photovoltaic,9,0.22047669886675608
65125,Solar Photovoltaic,9,0.22047669886675608
65127,Solar Photovoltaic,7,0.2408794703868765
65128,Solar Photovoltaic,8,0.23163275150342633
65130,Solar Photovoltaic,7,0.2408794703868765
65131,Solar Photovoltaic,4,0.28148929329880334
65132,Solar Photovoltaic,4,0.28148929329880334
65133,Solar Photovoltaic,7,0.2408794703868765
65135,Solar Photovoltaic,10,0.20237932814438855
65136,Solar Photovoltaic,9,0.22047669886675608
65137,Solar Photovoltaic,8,0.23163275150342633
65138,Solar Photovoltaic,9,0.22047669886675608
65139,Solar Photovoltaic,8,0.23163275150342633
65141,Solar Photovoltaic,2,0.30974988165310763
65142,Solar Photovoltaic,8,0.23163275150342633
65144,Solar Photovoltaic,7,0.2408794703868765
65146,Solar Photovoltaic,8,0.23163275150342633
65147,Solar Photovoltaic,8,0.23163275150342633
65148,Solar Photovoltaic,8,0.23163275150342633
65149,Solar Photovoltaic,8,0.23163275150342633
65150,Solar Photovoltaic,8,0.23163275150342633
65151,Solar Photovoltaic,7,0.2408794703868765
65152,Solar Photovoltaic,8,0.23163275150342633
65153,Solar Photovoltaic,9,0.22047669886675608
65154,Solar Photovoltaic,9,0.22047669886675608
65155,Solar Photovoltaic,10,0.20237932814438855
65156,Solar Photovoltaic,10,0.20237932814438855
65157,Solar Photovoltaic,10,0.20237932814438855
65158,Solar Photovoltaic,10,0.20237932814438855
65159,Solar Photovoltaic,9,0.22047669886675608
65160,Solar Photovoltaic,9,0.22047669886675608
65161,Solar Photovoltaic,9,0.22047669886675608
65163,Solar Photovoltaic,9,0.22047669886675608
65164,Solar Photovoltaic,8,0.23163275150342633
65165,Solar Photovoltaic,9,0.22047669886675608
65166,Solar Photovoltaic,10,0.20237932814438855
65167,Solar Photovoltaic,8,0.23163275150342633
65168,Solar Photovoltaic,3,0.2953626825189205
65169,Solar Photovoltaic,3,0.2953626825189205
65170,Solar Photovoltaic,4,0.28148929329880334
65171,Solar Photovoltaic,5,0.26753870312354816
65172,Solar Photovoltaic,4,0.28148929329880334
65173,Solar Photovoltaic,4,0.28148929329880334
65174,Solar Photovoltaic,8,0.23163275150342633
65175,Solar Photovoltaic,9,0.22047669886675608
65176,Solar Photovoltaic,7,0.2408794703868765
65177,Solar Photovoltaic,4,0.28148929329880334
65178,Solar Photovoltaic,6,0.2537975724560726
65179,Solar Photovoltaic,1,0.3202687659970471
65180,Solar Photovoltaic,1,0.3202687659970471
65181,Solar Photovoltaic,3,0.2953626825189205
65182,Solar Photovoltaic,1,0.3202687659970471
65183,Solar Photovoltaic,8,0.23163275150342633
65184,Solar Photovoltaic,8,0.23163275150342633
65185,Solar Photovoltaic,1,0.3202687659970471
65186,Solar Photovoltaic,3,0.2953626825189205
65187,Solar Photovoltaic,3,0.2953626825189205
65188,Solar Photovoltaic,2,0.30974988165310763
65189,Solar Photovoltaic,4,0.28148929329880334
65190,Solar Photovoltaic,4,0.28148929329880334
65214,Solar Photovoltaic,9,0.22047669886675608
65215,Solar Photovoltaic,8,0.23163275150342633
65216,Solar Photovoltaic,8,0.23163275150342633
65217,Solar Photovoltaic,8,0.23163275150342633
65219,Solar Photovoltaic,7,0.2408794703868765
65220,Solar Photovoltaic,6,0.2537975724560726
65221,Solar Photovoltaic,6,0.2537975724560726
65222,Solar Photovoltaic,9,0.22047669886675608
65223,Solar Photovoltaic,9,0.22047669886675608
65224,Solar Photovoltaic,7,0.2408794703868765
65225,Solar Photovoltaic,7,0.2408794703868765
65227,Solar Photovoltaic,8,0.23163275150342633
65228,Solar Photovoltaic,9,0.22047669886675608
65229,Solar Photovoltaic,3,0.2953626825189205
65230,Solar Photovoltaic,7,0.2408794703868765
65231,Solar Photovoltaic,4,0.28148929329880334
65232,Solar Photovoltaic,10,0.20237932814438855
65233,Solar Photovoltaic,9,0.22047669886675608
65235,Solar Photovoltaic,5,0.26753870312354816
65236,Solar Photovoltaic,5,0.26753870312354816
65237,Solar Photovoltaic,5,0.26753870312354816
65238,Solar Photovoltaic,2,0.30974988165310763
65242,Solar Photovoltaic,9,0.22047669886675608
65251,Solar Photovoltaic,2,0.30974988165310763
65252,Solar Photovoltaic,2,0.30974988165310763
65253,Solar Photovoltaic,2,0.30974988165310763
65254,Solar Photovoltaic,4,0.28148929329880334
65255,Solar Photovoltaic,2,0.30974988165310763
65256,Solar Photovoltaic,2,0.30974988165310763
65257,Solar Photovoltaic,5,0.26753870312354816
65258,Solar Photovoltaic,8,0.23163275150342633
65271,Solar Photovoltaic,5,0.26753870312354816
65276,Solar Photovoltaic,9,0.22047669886675608
65277,Solar Photovoltaic,2,0.30974988165310763
65278,Solar Photovoltaic,2,0.30974988165310763
65279,Solar Photovoltaic,9,0.22047669886675608
65280,Solar Photovoltaic,8,0.23163275150342633
65281,Solar Photovoltaic,8,0.23163275150342633
65286,Solar Photovoltaic,7,0.2408794703868765
65287,Solar Photovoltaic,9,0.22047669886675608
65289,Solar Photovoltaic,8,0.23163275150342633
65290,Solar Photovoltaic,3,0.2953626825189205
65291,Solar Photovoltaic,6,0.2537975724560726
65292,Solar Photovoltaic,5,0.26753870312354816
65293,Solar Photovoltaic,5,0.26753870312354816
65296,Solar Photovoltaic,7,0.2408794703868765
65297,Solar Photovoltaic,10,0.20237932814438855
65298,Solar Photovoltaic,9,0.22047669886675608
65299,Solar Photovoltaic,9,0.22047669886675608
65300,Solar Photovoltaic,8,0.23163275150342633
65301,Solar Photovoltaic,8,0.23163275150342633
65302,Solar Photovoltaic,8,0.23163275150342633
65303,Solar Photovoltaic,5,0.26753870312354816
65304,Solar Photovoltaic,7,0.2408794703868765
65305,Solar Photovoltaic,6,0.2537975724560726
65307,Solar Photovoltaic,6,0.2537975724560726
65308,Solar Photovoltaic,4,0.28148929329880334
65309,Solar Photovoltaic,9,0.22047669886675608
65310,Solar Photovoltaic,3,0.2953626825189205
65312,Solar Photovoltaic,7,0.2408794703868765
65313,Solar Photovoltaic,7,0.2408794703868765
65314,Solar Photovoltaic,7,0.2408794703868765
65315,Solar Photovoltaic,8,0.23163275150342633
65317,Solar Photovoltaic,7,0.2408794703868765
65318,Solar Photovoltaic,7,0.2408794703868765
65319,Solar Photovoltaic,7,0.2408794703868765
65320,Solar Photovoltaic,7,0.2408794703868765
65321,Solar Photovoltaic,7,0.2408794703868765
65322,Solar Photovoltaic,7,0.2408794703868765
65323,Solar Photovoltaic,7,0.2408794703868765
65324,Solar Photovoltaic,8,0.23163275150342633
65325,Solar Photovoltaic,7,0.2408794703868765
65326,Solar Photovoltaic,7,0.2408794703868765
65327,Solar Photovoltaic,9,0.22047669886675608
65329,Solar Photovoltaic,8,0.23163275150342633
65330,Solar Photovoltaic,2,0.30974988165310763
65331,Solar Photovoltaic,3,0.2953626825189205
65332,Solar Photovoltaic,9,0.22047669886675608
65333,Solar Photovoltaic,3,0.2953626825189205
65334,Solar Photovoltaic,7,0.2408794703868765
65337,Solar Photovoltaic,8,0.23163275150342633
65338,Solar Photovoltaic,8,0.23163275150342633
65339,Solar Photovoltaic,9,0.22047669886675608
65340,Solar Photovoltaic,7,0.2408794703868765
65342,Solar Photovoltaic,9,0.22047669886675608
65343,Solar Photovoltaic,8,0.23163275150342633
65344,Solar Photovoltaic,4,0.28148929329880334
65345,Solar Photovoltaic,5,0.26753870312354816
65346,Solar Photovoltaic,9,0.22047669886675608
65347,Solar Photovoltaic,9,0.22047669886675608
65348,Solar Photovoltaic,8,0.23163275150342633
65349,Solar Photovoltaic,8,0.23163275150342633
65351,Solar Photovoltaic,6,0.2537975724560726
65352,Solar Photovoltaic,9,0.22047669886675608
65353,Solar Photovoltaic,8,0.23163275150342633
65356,Solar Photovoltaic,8,0.23163275150342633
65357,Solar Photovoltaic,7,0.2408794703868765
65358,Solar Photovoltaic,7,0.2408794703868765
65359,Solar Photovoltaic,8,0.23163275150342633
65362,Solar Photovoltaic,8,0.23163275150342633
65364,Solar Photovoltaic,3,0.2953626825189205
65365,Solar Photovoltaic,2,0.30974988165310763
65366,Solar Photovoltaic,9,0.22047669886675608
65368,Solar Photovoltaic,8,0.23163275150342633
65369,Solar Photovoltaic,9,0.22047669886675608
65370,Solar Photovoltaic,9,0.22047669886675608
65371,Solar Photovoltaic,9,0.22047669886675608
65376,Solar Photovoltaic,5,0.26753870312354816
65377,Solar Photovoltaic,5,0.26753870312354816
65378,Solar Photovoltaic,9,0.22047669886675608
65379,Solar Photovoltaic,10,0.20237932814438855
65381,Solar Photovoltaic,9,0.22047669886675608
65382,Solar Photovoltaic,4,0.28148929329880334
65383,Solar Photovoltaic,5,0.26753870312354816
65384,Solar Photovoltaic,4,0.28148929329880334
65385,Solar Photovoltaic,8,0.23163275150342633
65386,Solar Photovoltaic,8,0.23163275150342633
65387,Solar Photovoltaic,8,0.23163275150342633
65389,Solar Photovoltaic,6,0.2537975724560726
65391,Solar Photovoltaic,6,0.2537975724560726
65393,Solar Photovoltaic,8,0.23163275150342633
65401,Solar Photovoltaic,7,0.2408794703868765
65402,Solar Photovoltaic,8,0.23163275150342633
65404,Solar Photovoltaic,3,0.2953626825189205
65405,Solar Photovoltaic,9,0.22047669886675608
65406,Solar Photovoltaic,7,0.2408794703868765
65408,Solar Photovoltaic,3,0.2953626825189205
65409,Solar Photovoltaic,4,0.28148929329880334
65411,Solar Photovoltaic,6,0.2537975724560726
65412,Solar Photovoltaic,8,0.23163275150342633
65413,Solar Photovoltaic,8,0.23163275150342633
65414,Solar Photovoltaic,8,0.23163275150342633
65415,Solar Photovoltaic,8,0.23163275150342633
65416,Solar Photovoltaic,6,0.2537975724560726
65417,Solar Photovoltaic,8,0.23163275150342633
65418,Solar Photovoltaic,8,0.23163275150342633
65419,Solar Photovoltaic,5,0.26753870312354816
65420,Solar Photovoltaic,4,0.28148929329880334
65421,Solar Photovoltaic,5,0.26753870312354816
65422,Solar Photovoltaic,5,0.26753870312354816
65423,Solar Photovoltaic,4,0.28148929329880334
65424,Solar Photovoltaic,5,0.26753870312354816
65425,Solar Photovoltaic,8,0.23163275150342633
65426,Solar Photovoltaic,6,0.2537975724560726
65427,Solar Photovoltaic,5,0.26753870312354816
65428,Solar Photovoltaic,4,0.28148929329880334
65429,Solar Photovoltaic,5,0.26753870312354816
65430,Solar Photovoltaic,5,0.26753870312354816
65431,Solar Photovoltaic,5,0.26753870312354816
65432,Solar Photovoltaic,5,0.26753870312354816
65433,Solar Photovoltaic,5,0.26753870312354816
65434,Solar Photovoltaic,9,0.22047669886675608
65435,Solar Photovoltaic,9,0.22047669886675608
65436,Solar Photovoltaic,9,0.22047669886675608
65437,Solar Photovoltaic,6,0.2537975724560726
65438,Solar Photovoltaic,4,0.28148929329880334
65439,Solar Photovoltaic,9,0.22047669886675608
65440,Solar Photovoltaic,9,0.22047669886675608
65441,Solar Photovoltaic,9,0.22047669886675608
65442,Solar Photovoltaic,9,0.22047669886675608
65443,Solar Photovoltaic,9,0.22047669886675608
65444,Solar Photovoltaic,9,0.22047669886675608
65445,Solar Photovoltaic,6,0.2537975724560726
65446,Solar Photovoltaic,8,0.23163275150342633
65447,Solar Photovoltaic,3,0.2953626825189205
65448,Solar Photovoltaic,9,0.22047669886675608
65449,Solar Photovoltaic,9,0.22047669886675608
65450,Solar Photovoltaic,8,0.23163275150342633
65451,Solar Photovoltaic,9,0.22047669886675608
65452,Solar Photovoltaic,9,0.22047669886675608
65453,Solar Photovoltaic,9,0.22047669886675608
65455,Solar Photovoltaic,9,0.22047669886675608
65459,Solar Photovoltaic,9,0.22047669886675608
65460,Solar Photovoltaic,9,0.22047669886675608
65461,Solar Photovoltaic,9,0.22047669886675608
65462,Solar Photovoltaic,7,0.2408794703868765
65463,Solar Photovoltaic,3,0.2953626825189205
65464,Solar Photovoltaic,2,0.30974988165310763
65465,Solar Photovoltaic,8,0.23163275150342633
65466,Solar Photovoltaic,8,0.23163275150342633
65467,Solar Photovoltaic,8,0.23163275150342633
65468,Solar Photovoltaic,8,0.23163275150342633
65469,Solar Photovoltaic,3,0.2953626825189205
65470,Solar Photovoltaic,6,0.2537975724560726
65471,Solar Photovoltaic,8,0.23163275150342633
65473,Solar Photovoltaic,8,0.23163275150342633
65474,Solar Photovoltaic,8,0.23163275150342633
65475,Solar Photovoltaic,8,0.23163275150342633
65476,Solar Photovoltaic,8,0.23163275150342633
65477,Solar Photovoltaic,8,0.23163275150342633
65480,Solar Photovoltaic,6,0.2537975724560726
65481,Solar Photovoltaic,5,0.26753870312354816
65482,Solar Photovoltaic,6,0.2537975724560726
65483,Solar Photovoltaic,6,0.2537975724560726
65485,Solar Photovoltaic,4,0.28148929329880334
65486,Solar Photovoltaic,7,0.2408794703868765
65487,Solar Photovoltaic,9,0.22047669886675608
65497,Solar Photovoltaic,9,0.22047669886675608
65498,Solar Photovoltaic,9,0.22047669886675608
65501,Solar Photovoltaic,5,0.26753870312354816
65502,Solar Photovoltaic,6,0.2537975724560726
65503,Solar Photovoltaic,6,0.2537975724560726
65505,Solar Photovoltaic,6,0.2537975724560726
65506,Solar Photovoltaic,6,0.2537975724560726
65507,Solar Photovoltaic,4,0.28148929329880334
65508,Solar Photovoltaic,8,0.23163275150342633
65510,Solar Photovoltaic,3,0.2953626825189205
65514,Solar Photovoltaic,9,0.22047669886675608
65515,Solar Photovoltaic,9,0.22047669886675608
65516,Solar Photovoltaic,9,0.22047669886675608
65519,Solar Photovoltaic,5,0.26753870312354816
65520,Solar Photovoltaic,5,0.26753870312354816
65521,Solar Photovoltaic,5,0.26753870312354816
65523,Solar Photovoltaic,2,0.30974988165310763
65524,Solar Photovoltaic,3,0.2953626825189205
65525,Solar Photovoltaic,3,0.2953626825189205
65526,Solar Photovoltaic,2,0.30974988165310763
65527,Solar Photovoltaic,3,0.2953626825189205
65528,Solar Photovoltaic,3,0.2953626825189205
65532,Solar Photovoltaic,9,0.22047669886675608
65533,Solar Photovoltaic,9,0.22047669886675608
65534,Solar Photovoltaic,9,0.22047669886675608
65547,Solar Photovoltaic,6,0.2537975724560726
65548,Solar Photovoltaic,6,0.2537975724560726
65549,Solar Photovoltaic,6,0.2537975724560726
65550,Solar Photovoltaic,6,0.2537975724560726
65551,Solar Photovoltaic,6,0.2537975724560726
65552,Solar Photovoltaic,6,0.2537975724560726
65553,Solar Photovoltaic,6,0.2537975724560726
65554,Solar Photovoltaic,6,0.2537975724560726
65555,Solar Photovoltaic,6,0.2537975724560726
65556,Solar Photovoltaic,6,0.2537975724560726
65559,Solar Photovoltaic,9,0.22047669886675608
65560,Solar Photovoltaic,9,0.22047669886675608
65562,Solar Photovoltaic,2,0.30974988165310763
65563,Solar Photovoltaic,8,0.23163275150342633
65564,Solar Photovoltaic,2,0.30974988165310763
65566,Solar Photovoltaic,9,0.22047669886675608
65567,Solar Photovoltaic,6,0.2537975724560726
65568,Solar Photovoltaic,4,0.28148929329880334
65569,Solar Photovoltaic,3,0.2953626825189205
65570,Solar Photovoltaic,4,0.28148929329880334
65571,Solar Photovoltaic,5,0.26753870312354816
65572,Solar Photovoltaic,9,0.22047669886675608
65583,Solar Photovoltaic,6,0.2537975724560726
65584,Solar Photovoltaic,6,0.2537975724560726
65585,Solar Photovoltaic,9,0.22047669886675608
65586,Solar Photovoltaic,9,0.22047669886675608
65587,Solar Photovoltaic,9,0.22047669886675608
65592,Solar Photovoltaic,5,0.26753870312354816
65593,Solar Photovoltaic,5,0.26753870312354816
65594,Solar Photovoltaic,5,0.26753870312354816
65595,Solar Photovoltaic,9,0.22047669886675608
65597,Solar Photovoltaic,8,0.23163275150342633
65602,Solar Photovoltaic,8,0.23163275150342633
65603,Solar Photovoltaic,8,0.23163275150342633
65606,Solar Photovoltaic,8,0.23163275150342633
65607,Solar Photovoltaic,4,0.28148929329880334
65609,Solar Photovoltaic,5,0.26753870312354816
65610,Solar Photovoltaic,7,0.2408794703868765
65611,Solar Photovoltaic,8,0.23163275150342633
65612,Solar Photovoltaic,8,0.23163275150342633
65613,Solar Photovoltaic,8,0.23163275150342633
65614,Solar Photovoltaic,3,0.2953626825189205
65615,Solar Photovoltaic,3,0.2953626825189205
65616,Solar Photovoltaic,4,0.28148929329880334
65617,Solar Photovoltaic,1,0.3202687659970471
65618,Solar Photovoltaic,5,0.26753870312354816
65619,Solar Photovoltaic,9,0.22047669886675608
65620,Solar Photovoltaic,8,0.23163275150342633
65621,Solar Photovoltaic,8,0.23163275150342633
65622,Solar Photovoltaic,7,0.2408794703868765
65623,Solar Photovoltaic,8,0.23163275150342633
65624,Solar Photovoltaic,9,0.22047669886675608
65625,Solar Photovoltaic,9,0.22047669886675608
65626,Solar Photovoltaic,10,0.20237932814438855
65627,Solar Photovoltaic,10,0.20237932814438855
65628,Solar Photovoltaic,10,0.20237932814438855
65629,Solar Photovoltaic,6,0.2537975724560726
65630,Solar Photovoltaic,7,0.2408794703868765
65631,Solar Photovoltaic,5,0.26753870312354816
65632,Solar Photovoltaic,9,0.22047669886675608
65636,Solar Photovoltaic,8,0.23163275150342633
65637,Solar Photovoltaic,8,0.23163275150342633
65638,Solar Photovoltaic,7,0.2408794703868765
65639,Solar Photovoltaic,7,0.2408794703868765
65640,Solar Photovoltaic,6,0.2537975724560726
65641,Solar Photovoltaic,7,0.2408794703868765
65642,Solar Photovoltaic,6,0.2537975724560726
65643,Solar Photovoltaic,9,0.22047669886675608
65644,Solar Photovoltaic,3,0.2953626825189205
65645,Solar Photovoltaic,3,0.2953626825189205
65646,Solar Photovoltaic,8,0.23163275150342633
65647,Solar Photovoltaic,8,0.23163275150342633
65650,Solar Photovoltaic,9,0.22047669886675608
65651,Solar Photovoltaic,3,0.2953626825189205
65652,Solar Photovoltaic,2,0.30974988165310763
65653,Solar Photovoltaic,9,0.22047669886675608
65654,Solar Photovoltaic,3,0.2953626825189205
65658,Solar Photovoltaic,8,0.23163275150342633
65659,Solar Photovoltaic,9,0.22047669886675608
65660,Solar Photovoltaic,3,0.2953626825189205
65661,Solar Photovoltaic,3,0.2953626825189205
65662,Solar Photovoltaic,3,0.2953626825189205
65663,Solar Photovoltaic,2,0.30974988165310763
65664,Solar Photovoltaic,2,0.30974988165310763
65665,Solar Photovoltaic,7,0.2408794703868765
65667,Solar Photovoltaic,8,0.23163275150342633
65668,Solar Photovoltaic,8,0.23163275150342633
65669,Solar Photovoltaic,8,0.23163275150342633
65670,Solar Photovoltaic,8,0.23163275150342633
65671,Solar Photovoltaic,8,0.23163275150342633
65674,Solar Photovoltaic,1,0.3202687659970471
65675,Solar Photovoltaic,1,0.3202687659970471
65676,Solar Photovoltaic,1,0.3202687659970471
65677,Solar Photovoltaic,1,0.3202687659970471
65678,Solar Photovoltaic,3,0.2953626825189205
65679,Solar Photovoltaic,8,0.23163275150342633
65680,Solar Photovoltaic,9,0.22047669886675608
65681,Solar Photovoltaic,9,0.22047669886675608
65683,Solar Photovoltaic,4,0.28148929329880334
65684,Solar Photovoltaic,4,0.28148929329880334
65685,Solar Photovoltaic,2,0.30974988165310763
65687,Solar Photovoltaic,3,0.2953626825189205
65688,Solar Photovoltaic,9,0.22047669886675608
65690,Solar Photovoltaic,8,0.23163275150342633
65691,Solar Photovoltaic,9,0.22047669886675608
65697,Solar Photovoltaic,5,0.26753870312354816
65702,Solar Photovoltaic,8,0.23163275150342633
65705,Solar Photovoltaic,8,0.23163275150342633
65706,Solar Photovoltaic,3,0.2953626825189205
65707,Solar Photovoltaic,3,0.2953626825189205
65708,Solar Photovoltaic,9,0.22047669886675608
65709,Solar Photovoltaic,9,0.22047669886675608
65710,Solar Photovoltaic,8,0.23163275150342633
65711,Solar Photovoltaic,1,0.3202687659970471
65716,Solar Photovoltaic,9,0.22047669886675608
65717,Solar Photovoltaic,9,0.22047669886675608
65719,Solar Photovoltaic,8,0.23163275150342633
65720,Solar Photovoltaic,8,0.23163275150342633
65721,Solar Photovoltaic,9,0.22047669886675608
65722,Solar Photovoltaic,8,0.23163275150342633
65723,Solar Photovoltaic,9,0.22047669886675608
65724,Solar Photovoltaic,9,0.22047669886675608
65726,Solar Photovoltaic,7,0.2408794703868765
65727,Solar Photovoltaic,5,0.26753870312354816
65728,Solar Photovoltaic,5,0.26753870312354816
65729,Solar Photovoltaic,5,0.26753870312354816
65730,Solar Photovoltaic,6,0.2537975724560726
65731,Solar Photovoltaic,8,0.23163275150342633
65732,Solar Photovoltaic,8,0.23163275150342633
65734,Solar Photovoltaic,1,0.3202687659970471
65735,Solar Photovoltaic,1,0.3202687659970471
65736,Solar Photovoltaic,6,0.2537975724560726
65740,Solar Photovoltaic,3,0.2953626825189205
65743,Solar Photovoltaic,1,0.3202687659970471
65744,Solar Photovoltaic,1,0.3202687659970471
65745,Solar Photovoltaic,9,0.22047669886675608
65746,Solar Photovoltaic,9,0.22047669886675608
65747,Solar Photovoltaic,9,0.22047669886675608
65748,Solar Photovoltaic,10,0.20237932814438855
65749,Solar Photovoltaic,5,0.26753870312354816
65750,Solar Photovoltaic,10,0.20237932814438855
65751,Solar Photovoltaic,10,0.20237932814438855
65752,Solar Photovoltaic,8,0.23163275150342633
65753,Solar Photovoltaic,9,0.22047669886675608
65754,Solar Photovoltaic,9,0.22047669886675608
65755,Solar Photovoltaic,9,0.22047669886675608
65756,Solar Photovoltaic,8,0.23163275150342633
65757,Solar Photovoltaic,9,0.22047669886675608
65758,Solar Photovoltaic,8,0.23163275150342633
65759,Solar Photovoltaic,5,0.26753870312354816
65762,Solar Photovoltaic,5,0.26753870312354816
65765,Solar Photovoltaic,9,0.22047669886675608
65766,Solar Photovoltaic,3,0.2953626825189205
65770,Solar Photovoltaic,2,0.30974988165310763
65771,Solar Photovoltaic,3,0.2953626825189205
65772,Solar Photovoltaic,3,0.2953626825189205
65774,Solar Photovoltaic,8,0.23163275150342633
65775,Solar Photovoltaic,8,0.23163275150342633
65776,Solar Photovoltaic,9,0.22047669886675608
65777,Solar Photovoltaic,9,0.22047669886675608
65778,Solar Photovoltaic,6,0.2537975724560726
65779,Solar Photovoltaic,6,0.2537975724560726
65780,Solar Photovoltaic,6,0.2537975724560726
65781,Solar Photovoltaic,5,0.26753870312354816
65782,Solar Photovoltaic,5,0.26753870312354816
65783,Solar Photovoltaic,3,0.2953626825189205
65784,Solar Photovoltaic,8,0.23163275150342633
65785,Solar Photovoltaic,9,0.22047669886675608
65786,Solar Photovoltaic,9,0.22047669886675608
65791,Solar Photovoltaic,7,0.2408794703868765
65792,Solar Photovoltaic,9,0.22047669886675608
65793,Solar Photovoltaic,3,0.2953626825189205
65794,Solar Photovoltaic,2,0.30974988165310763
65795,Solar Photovoltaic,3,0.2953626825189205
65796,Solar Photovoltaic,8,0.23163275150342633
65797,Solar Photovoltaic,8,0.23163275150342633
65798,Solar Photovoltaic,10,0.20237932814438855
65799,Solar Photovoltaic,8,0.23163275150342633
