plant_id_eia,technology_description,class_atb,cf_atb
116,Solar Photovoltaic,1,0.3202687659970471
141,Solar Photovoltaic,1,0.3202687659970471
529,Solar Photovoltaic,4,0.28148929329880334
645,Solar Photovoltaic,3,0.2953626825189205
676,Solar Photovoltaic,4,0.28148929329880334
944,Solar Photovoltaic,8,0.23163275150342633
960,Solar Photovoltaic,8,0.23163275150342633
1016,Solar Photovoltaic,6,0.2537975724560726
1172,Solar Photovoltaic,8,0.23163275150342633
1355,Solar Photovoltaic,7,0.2408794703868765
2240,Solar Photovoltaic,7,0.2408794703868765
2854,Solar Photovoltaic,8,0.23163275150342633
2953,Solar Photovoltaic,5,0.26753870312354816
3548,Solar Photovoltaic,5,0.26753870312354816
6074,Solar Photovoltaic,7,0.2408794703868765
6081,Solar Photovoltaic,9,0.22047669886675608
6125,Solar Photovoltaic,8,0.23163275150342633
6304,Solar Photovoltaic,10,0.20237932814438855
7790,Solar Photovoltaic,4,0.28148929329880334
8223,Solar Photovoltaic,2,0.30974988165310763
10029,Solar Photovoltaic,8,0.23163275150342633
10224,Solar Photovoltaic,8,0.23163275150342633
10287,Solar Photovoltaic,4,0.28148929329880334
10334,Solar Photovoltaic,5,0.26753870312354816
10437,Solar Photovoltaic,1,0.3202687659970471
10438,Solar Photovoltaic,1,0.3202687659970471
10444,Solar Photovoltaic,1,0.3202687659970471
10823,Solar Photovoltaic,9,0.22047669886675608
50061,Solar Photovoltaic,3,0.2953626825189205
50064,Solar Photovoltaic,4,0.28148929329880334
50654,Solar Photovoltaic,3,0.2953626825189205
50736,Solar Photovoltaic,8,0.23163275150342633
50765,Solar Photovoltaic,3,0.2953626825189205
52148,Solar Photovoltaic,7,0.2408794703868765
54569,Solar Photovoltaic,8,0.23163275150342633
54665,Solar Photovoltaic,3,0.2953626825189205
54666,Solar Photovoltaic,3,0.2953626825189205
55641,Solar Photovoltaic,8,0.23163275150342633
55991,Solar Photovoltaic,3,0.2953626825189205
56224,Solar Photovoltaic,5,0.26753870312354816
56228,Solar Photovoltaic,2,0.30974988165310763
56322,Solar Photovoltaic,7,0.2408794703868765
56481,Solar Photovoltaic,3,0.2953626825189205
56500,Solar Photovoltaic,3,0.2953626825189205
56540,Solar Photovoltaic,3,0.2953626825189205
56568,Solar Photovoltaic,2,0.30974988165310763
56667,Solar Photovoltaic,5,0.26753870312354816
56768,Solar Photovoltaic,3,0.2953626825189205
56813,Solar Photovoltaic,3,0.2953626825189205
56814,Solar Photovoltaic,3,0.2953626825189205
56815,Solar Photovoltaic,5,0.26753870312354816
56862,Solar Photovoltaic,1,0.3202687659970471
56875,Solar Photovoltaic,4,0.28148929329880334
56877,Solar Photovoltaic,8,0.23163275150342633
56883,Solar Photovoltaic,8,0.23163275150342633
56888,Solar Photovoltaic,8,0.23163275150342633
56889,Solar Photovoltaic,8,0.23163275150342633
56900,Solar Photovoltaic,7,0.2408794703868765
56909,Solar Photovoltaic,5,0.26753870312354816
56915,Solar Photovoltaic,6,0.2537975724560726
56917,Solar Photovoltaic,1,0.3202687659970471
56922,Solar Photovoltaic,5,0.26753870312354816
56929,Solar Photovoltaic,3,0.2953626825189205
56930,Solar Photovoltaic,4,0.28148929329880334
56938,Solar Photovoltaic,6,0.2537975724560726
56939,Solar Photovoltaic,1,0.3202687659970471
56944,Solar Photovoltaic,2,0.30974988165310763
56966,Solar Photovoltaic,6,0.2537975724560726
56976,Solar Photovoltaic,2,0.30974988165310763
56993,Solar Photovoltaic,8,0.23163275150342633
56996,Solar Photovoltaic,3,0.2953626825189205
57004,Solar Photovoltaic,2,0.30974988165310763
57005,Solar Photovoltaic,3,0.2953626825189205
57006,Solar Photovoltaic,4,0.28148929329880334
57007,Solar Photovoltaic,1,0.3202687659970471
57008,Solar Photovoltaic,3,0.2953626825189205
57009,Solar Photovoltaic,2,0.30974988165310763
57010,Solar Photovoltaic,4,0.28148929329880334
57011,Solar Photovoltaic,1,0.3202687659970471
57012,Solar Photovoltaic,1,0.3202687659970471
57041,Solar Photovoltaic,3,0.2953626825189205
57081,Solar Photovoltaic,7,0.2408794703868765
57141,Solar Photovoltaic,7,0.2408794703868765
57191,Solar Photovoltaic,8,0.23163275150342633
57197,Solar Photovoltaic,4,0.28148929329880334
57200,Solar Photovoltaic,6,0.2537975724560726
57202,Solar Photovoltaic,5,0.26753870312354816
57203,Solar Photovoltaic,8,0.23163275150342633
57204,Solar Photovoltaic,8,0.23163275150342633
57205,Solar Photovoltaic,2,0.30974988165310763
57216,Solar Photovoltaic,8,0.23163275150342633
57217,Solar Photovoltaic,2,0.30974988165310763
57219,Solar Photovoltaic,2,0.30974988165310763
57220,Solar Photovoltaic,2,0.30974988165310763
57221,Solar Photovoltaic,2,0.30974988165310763
57222,Solar Photovoltaic,2,0.30974988165310763
57223,Solar Photovoltaic,2,0.30974988165310763
57224,Solar Photovoltaic,2,0.30974988165310763
57225,Solar Photovoltaic,2,0.30974988165310763
57226,Solar Photovoltaic,2,0.30974988165310763
57227,Solar Photovoltaic,2,0.30974988165310763
57229,Solar Photovoltaic,2,0.30974988165310763
57230,Solar Photovoltaic,2,0.30974988165310763
57231,Solar Photovoltaic,2,0.30974988165310763
57232,Solar Photovoltaic,2,0.30974988165310763
57236,Solar Photovoltaic,2,0.30974988165310763
57237,Solar Photovoltaic,2,0.30974988165310763
57242,Solar Photovoltaic,5,0.26753870312354816
57243,Solar Photovoltaic,3,0.2953626825189205
57245,Solar Photovoltaic,2,0.30974988165310763
57246,Solar Photovoltaic,2,0.30974988165310763
57247,Solar Photovoltaic,2,0.30974988165310763
57254,Solar Photovoltaic,1,0.3202687659970471
57256,Solar Photovoltaic,9,0.22047669886675608
57265,Solar Photovoltaic,8,0.23163275150342633
57269,Solar Photovoltaic,9,0.22047669886675608
57270,Solar Photovoltaic,8,0.23163275150342633
57273,Solar Photovoltaic,5,0.26753870312354816
57280,Solar Photovoltaic,8,0.23163275150342633
57295,Solar Photovoltaic,1,0.3202687659970471
57305,Solar Photovoltaic,1,0.3202687659970471
57306,Solar Photovoltaic,1,0.3202687659970471
57307,Solar Photovoltaic,6,0.2537975724560726
57308,Solar Photovoltaic,2,0.30974988165310763
57309,Solar Photovoltaic,3,0.2953626825189205
57310,Solar Photovoltaic,3,0.2953626825189205
57311,Solar Photovoltaic,3,0.2953626825189205
57313,Solar Photovoltaic,3,0.2953626825189205
57314,Solar Photovoltaic,3,0.2953626825189205
57317,Solar Photovoltaic,3,0.2953626825189205
57318,Solar Photovoltaic,1,0.3202687659970471
57321,Solar Photovoltaic,7,0.2408794703868765
57324,Solar Photovoltaic,1,0.3202687659970471
57330,Solar Photovoltaic,7,0.2408794703868765
57334,Solar Photovoltaic,6,0.2537975724560726
57335,Solar Photovoltaic,6,0.2537975724560726
57336,Solar Photovoltaic,6,0.2537975724560726
57337,Solar Photovoltaic,7,0.2408794703868765
57338,Solar Photovoltaic,1,0.3202687659970471
57340,Solar Photovoltaic,2,0.30974988165310763
57341,Solar Photovoltaic,8,0.23163275150342633
57352,Solar Photovoltaic,8,0.23163275150342633
57359,Solar Photovoltaic,2,0.30974988165310763
57360,Solar Photovoltaic,2,0.30974988165310763
57361,Solar Photovoltaic,2,0.30974988165310763
57362,Solar Photovoltaic,8,0.23163275150342633
57363,Solar Photovoltaic,6,0.2537975724560726
57367,Solar Photovoltaic,9,0.22047669886675608
57368,Solar Photovoltaic,3,0.2953626825189205
57369,Solar Photovoltaic,4,0.28148929329880334
57371,Solar Photovoltaic,6,0.2537975724560726
57372,Solar Photovoltaic,9,0.22047669886675608
57373,Solar Photovoltaic,1,0.3202687659970471
57377,Solar Photovoltaic,3,0.2953626825189205
57378,Solar Photovoltaic,1,0.3202687659970471
57381,Solar Photovoltaic,8,0.23163275150342633
57382,Solar Photovoltaic,8,0.23163275150342633
57383,Solar Photovoltaic,8,0.23163275150342633
57384,Solar Photovoltaic,8,0.23163275150342633
57390,Solar Photovoltaic,8,0.23163275150342633
57392,Solar Photovoltaic,1,0.3202687659970471
57397,Solar Photovoltaic,8,0.23163275150342633
57402,Solar Photovoltaic,6,0.2537975724560726
57412,Solar Photovoltaic,8,0.23163275150342633
57422,Solar Photovoltaic,4,0.28148929329880334
57435,Solar Photovoltaic,6,0.2537975724560726
57438,Solar Photovoltaic,5,0.26753870312354816
57439,Solar Photovoltaic,2,0.30974988165310763
57441,Solar Photovoltaic,3,0.2953626825189205
57442,Solar Photovoltaic,1,0.3202687659970471
57448,Solar Photovoltaic,7,0.2408794703868765
57455,Solar Photovoltaic,1,0.3202687659970471
57458,Solar Photovoltaic,8,0.23163275150342633
57461,Solar Photovoltaic,6,0.2537975724560726
57462,Solar Photovoltaic,8,0.23163275150342633
57465,Solar Photovoltaic,9,0.22047669886675608
57471,Solar Photovoltaic,8,0.23163275150342633
57473,Solar Photovoltaic,8,0.23163275150342633
57481,Solar Photovoltaic,10,0.20237932814438855
57485,Solar Photovoltaic,8,0.23163275150342633
57486,Solar Photovoltaic,8,0.23163275150342633
57487,Solar Photovoltaic,8,0.23163275150342633
57488,Solar Photovoltaic,8,0.23163275150342633
57490,Solar Photovoltaic,1,0.3202687659970471
57491,Solar Photovoltaic,1,0.3202687659970471
57494,Solar Photovoltaic,9,0.22047669886675608
57497,Solar Photovoltaic,3,0.2953626825189205
57498,Solar Photovoltaic,3,0.2953626825189205
57499,Solar Photovoltaic,3,0.2953626825189205
57506,Solar Photovoltaic,4,0.28148929329880334
57507,Solar Photovoltaic,7,0.2408794703868765
57509,Solar Photovoltaic,4,0.28148929329880334
57519,Solar Photovoltaic,8,0.23163275150342633
57521,Solar Photovoltaic,3,0.2953626825189205
57522,Solar Photovoltaic,3,0.2953626825189205
57523,Solar Photovoltaic,3,0.2953626825189205
57524,Solar Photovoltaic,1,0.3202687659970471
57525,Solar Photovoltaic,6,0.2537975724560726
57534,Solar Photovoltaic,2,0.30974988165310763
57535,Solar Photovoltaic,2,0.30974988165310763
57540,Solar Photovoltaic,2,0.30974988165310763
57554,Solar Photovoltaic,5,0.26753870312354816
57556,Solar Photovoltaic,1,0.3202687659970471
57559,Solar Photovoltaic,6,0.2537975724560726
57560,Solar Photovoltaic,2,0.30974988165310763
57561,Solar Photovoltaic,1,0.3202687659970471
57562,Solar Photovoltaic,1,0.3202687659970471
57563,Solar Photovoltaic,1,0.3202687659970471
57565,Solar Photovoltaic,4,0.28148929329880334
57567,Solar Photovoltaic,2,0.30974988165310763
57569,Solar Photovoltaic,5,0.26753870312354816
57571,Solar Photovoltaic,2,0.30974988165310763
57574,Solar Photovoltaic,8,0.23163275150342633
57575,Solar Photovoltaic,1,0.3202687659970471
57576,Solar Photovoltaic,3,0.2953626825189205
57577,Solar Photovoltaic,1,0.3202687659970471
57579,Solar Photovoltaic,4,0.28148929329880334
57580,Solar Photovoltaic,4,0.28148929329880334
57588,Solar Photovoltaic,8,0.23163275150342633
57589,Solar Photovoltaic,8,0.23163275150342633
57591,Solar Photovoltaic,1,0.3202687659970471
57640,Solar Photovoltaic,8,0.23163275150342633
57645,Solar Photovoltaic,5,0.26753870312354816
57646,Solar Photovoltaic,8,0.23163275150342633
57647,Solar Photovoltaic,8,0.23163275150342633
57650,Solar Photovoltaic,3,0.2953626825189205
57651,Solar Photovoltaic,2,0.30974988165310763
57652,Solar Photovoltaic,9,0.22047669886675608
57655,Solar Photovoltaic,2,0.30974988165310763
57656,Solar Photovoltaic,2,0.30974988165310763
57657,Solar Photovoltaic,1,0.3202687659970471
57659,Solar Photovoltaic,4,0.28148929329880334
57660,Solar Photovoltaic,7,0.2408794703868765
57661,Solar Photovoltaic,8,0.23163275150342633
57662,Solar Photovoltaic,8,0.23163275150342633
57667,Solar Photovoltaic,7,0.2408794703868765
57668,Solar Photovoltaic,8,0.23163275150342633
57669,Solar Photovoltaic,4,0.28148929329880334
57670,Solar Photovoltaic,4,0.28148929329880334
57671,Solar Photovoltaic,4,0.28148929329880334
57673,Solar Photovoltaic,1,0.3202687659970471
57674,Solar Photovoltaic,9,0.22047669886675608
57676,Solar Photovoltaic,9,0.22047669886675608
57677,Solar Photovoltaic,6,0.2537975724560726
57679,Solar Photovoltaic,1,0.3202687659970471
57680,Solar Photovoltaic,1,0.3202687659970471
57681,Solar Photovoltaic,6,0.2537975724560726
57682,Solar Photovoltaic,3,0.2953626825189205
57683,Solar Photovoltaic,3,0.2953626825189205
57685,Solar Photovoltaic,4,0.28148929329880334
57687,Solar Photovoltaic,6,0.2537975724560726
57692,Solar Photovoltaic,6,0.2537975724560726
57693,Solar Photovoltaic,6,0.2537975724560726
57694,Solar Photovoltaic,6,0.2537975724560726
57695,Solar Photovoltaic,2,0.30974988165310763
57697,Solar Photovoltaic,4,0.28148929329880334
57698,Solar Photovoltaic,4,0.28148929329880334
57699,Solar Photovoltaic,5,0.26753870312354816
57707,Solar Photovoltaic,1,0.3202687659970471
57708,Solar Photovoltaic,1,0.3202687659970471
57717,Solar Photovoltaic,1,0.3202687659970471
57722,Solar Photovoltaic,1,0.3202687659970471
57723,Solar Photovoltaic,8,0.23163275150342633
57724,Solar Photovoltaic,8,0.23163275150342633
57726,Solar Photovoltaic,8,0.23163275150342633
57727,Solar Photovoltaic,8,0.23163275150342633
57728,Solar Photovoltaic,8,0.23163275150342633
57733,Solar Photovoltaic,8,0.23163275150342633
57734,Solar Photovoltaic,8,0.23163275150342633
57736,Solar Photovoltaic,1,0.3202687659970471
57737,Solar Photovoltaic,1,0.3202687659970471
57738,Solar Photovoltaic,1,0.3202687659970471
57739,Solar Photovoltaic,2,0.30974988165310763
57740,Solar Photovoltaic,1,0.3202687659970471
57742,Solar Photovoltaic,7,0.2408794703868765
57743,Solar Photovoltaic,1,0.3202687659970471
57745,Solar Photovoltaic,7,0.2408794703868765
57746,Solar Photovoltaic,8,0.23163275150342633
57747,Solar Photovoltaic,7,0.2408794703868765
57750,Solar Photovoltaic,7,0.2408794703868765
57753,Solar Photovoltaic,4,0.28148929329880334
57758,Solar Photovoltaic,8,0.23163275150342633
57764,Solar Photovoltaic,1,0.3202687659970471
57765,Solar Photovoltaic,1,0.3202687659970471
57768,Solar Photovoltaic,8,0.23163275150342633
57772,Solar Photovoltaic,7,0.2408794703868765
57773,Solar Photovoltaic,1,0.3202687659970471
57775,Solar Photovoltaic,1,0.3202687659970471
57776,Solar Photovoltaic,8,0.23163275150342633
57777,Solar Photovoltaic,4,0.28148929329880334
57778,Solar Photovoltaic,4,0.28148929329880334
57779,Solar Photovoltaic,4,0.28148929329880334
57780,Solar Photovoltaic,4,0.28148929329880334
57781,Solar Photovoltaic,4,0.28148929329880334
57782,Solar Photovoltaic,4,0.28148929329880334
57783,Solar Photovoltaic,4,0.28148929329880334
57784,Solar Photovoltaic,4,0.28148929329880334
57785,Solar Photovoltaic,4,0.28148929329880334
57790,Solar Photovoltaic,2,0.30974988165310763
57795,Solar Photovoltaic,1,0.3202687659970471
57796,Solar Photovoltaic,3,0.2953626825189205
57797,Solar Photovoltaic,3,0.2953626825189205
57799,Solar Photovoltaic,8,0.23163275150342633
57805,Solar Photovoltaic,8,0.23163275150342633
57806,Solar Photovoltaic,4,0.28148929329880334
57815,Solar Photovoltaic,8,0.23163275150342633
57816,Solar Photovoltaic,4,0.28148929329880334
57817,Solar Photovoltaic,4,0.28148929329880334
57818,Solar Photovoltaic,4,0.28148929329880334
57819,Solar Photovoltaic,4,0.28148929329880334
57820,Solar Photovoltaic,4,0.28148929329880334
57821,Solar Photovoltaic,4,0.28148929329880334
57827,Solar Photovoltaic,3,0.2953626825189205
57831,Solar Photovoltaic,1,0.3202687659970471
57836,Solar Photovoltaic,1,0.3202687659970471
57838,Solar Photovoltaic,8,0.23163275150342633
57840,Solar Photovoltaic,3,0.2953626825189205
57841,Solar Photovoltaic,3,0.2953626825189205
57848,Solar Photovoltaic,8,0.23163275150342633
57849,Solar Photovoltaic,4,0.28148929329880334
57850,Solar Photovoltaic,4,0.28148929329880334
57856,Solar Photovoltaic,3,0.2953626825189205
57859,Solar Photovoltaic,2,0.30974988165310763
57860,Solar Photovoltaic,3,0.2953626825189205
57863,Solar Photovoltaic,7,0.2408794703868765
57864,Solar Photovoltaic,7,0.2408794703868765
57868,Solar Photovoltaic,8,0.23163275150342633
57869,Solar Photovoltaic,8,0.23163275150342633
57870,Solar Photovoltaic,3,0.2953626825189205
57871,Solar Photovoltaic,3,0.2953626825189205
57879,Solar Photovoltaic,7,0.2408794703868765
57882,Solar Photovoltaic,10,0.20237932814438855
57883,Solar Photovoltaic,1,0.3202687659970471
57891,Solar Photovoltaic,3,0.2953626825189205
57892,Solar Photovoltaic,2,0.30974988165310763
57895,Solar Photovoltaic,2,0.30974988165310763
57900,Solar Photovoltaic,2,0.30974988165310763
57904,Solar Photovoltaic,2,0.30974988165310763
57912,Solar Photovoltaic,8,0.23163275150342633
57930,Solar Photovoltaic,1,0.3202687659970471
57931,Solar Photovoltaic,9,0.22047669886675608
57933,Solar Photovoltaic,4,0.28148929329880334
57934,Solar Photovoltaic,8,0.23163275150342633
57939,Solar Photovoltaic,1,0.3202687659970471
57941,Solar Photovoltaic,8,0.23163275150342633
57942,Solar Photovoltaic,8,0.23163275150342633
57948,Solar Photovoltaic,7,0.2408794703868765
57951,Solar Photovoltaic,8,0.23163275150342633
57959,Solar Photovoltaic,1,0.3202687659970471
57960,Solar Photovoltaic,1,0.3202687659970471
57970,Solar Photovoltaic,4,0.28148929329880334
57982,Solar Photovoltaic,2,0.30974988165310763
57985,Solar Photovoltaic,1,0.3202687659970471
57986,Solar Photovoltaic,1,0.3202687659970471
57989,Solar Photovoltaic,9,0.22047669886675608
57990,Solar Photovoltaic,8,0.23163275150342633
57992,Solar Photovoltaic,8,0.23163275150342633
57993,Solar Photovoltaic,1,0.3202687659970471
57994,Solar Photovoltaic,6,0.2537975724560726
57997,Solar Photovoltaic,1,0.3202687659970471
58002,Solar Photovoltaic,3,0.2953626825189205
58003,Solar Photovoltaic,3,0.2953626825189205
58006,Solar Photovoltaic,6,0.2537975724560726
58009,Solar Photovoltaic,4,0.28148929329880334
58010,Solar Photovoltaic,1,0.3202687659970471
58011,Solar Photovoltaic,5,0.26753870312354816
58012,Solar Photovoltaic,3,0.2953626825189205
58013,Solar Photovoltaic,4,0.28148929329880334
58014,Solar Photovoltaic,8,0.23163275150342633
58015,Solar Photovoltaic,8,0.23163275150342633
58016,Solar Photovoltaic,8,0.23163275150342633
58017,Solar Photovoltaic,2,0.30974988165310763
58027,Solar Photovoltaic,4,0.28148929329880334
58028,Solar Photovoltaic,2,0.30974988165310763
58029,Solar Photovoltaic,8,0.23163275150342633
58030,Solar Photovoltaic,8,0.23163275150342633
58032,Solar Photovoltaic,8,0.23163275150342633
58034,Solar Photovoltaic,2,0.30974988165310763
58036,Solar Photovoltaic,8,0.23163275150342633
58037,Solar Photovoltaic,1,0.3202687659970471
58039,Solar Photovoltaic,4,0.28148929329880334
58040,Solar Photovoltaic,8,0.23163275150342633
58042,Solar Photovoltaic,1,0.3202687659970471
58049,Solar Photovoltaic,8,0.23163275150342633
58056,Solar Photovoltaic,3,0.2953626825189205
58062,Solar Photovoltaic,1,0.3202687659970471
58064,Solar Photovoltaic,6,0.2537975724560726
58068,Solar Photovoltaic,4,0.28148929329880334
58070,Solar Photovoltaic,8,0.23163275150342633
58073,Solar Photovoltaic,1,0.3202687659970471
58074,Solar Photovoltaic,1,0.3202687659970471
58076,Solar Photovoltaic,1,0.3202687659970471
58082,Solar Photovoltaic,8,0.23163275150342633
58086,Solar Photovoltaic,4,0.28148929329880334
58090,Solar Photovoltaic,8,0.23163275150342633
58091,Solar Photovoltaic,8,0.23163275150342633
58093,Solar Photovoltaic,8,0.23163275150342633
58094,Solar Photovoltaic,8,0.23163275150342633
58095,Solar Photovoltaic,8,0.23163275150342633
58096,Solar Photovoltaic,8,0.23163275150342633
58097,Solar Photovoltaic,8,0.23163275150342633
58118,Solar Photovoltaic,3,0.2953626825189205
58119,Solar Photovoltaic,4,0.28148929329880334
58123,Solar Photovoltaic,8,0.23163275150342633
58131,Solar Photovoltaic,6,0.2537975724560726
58134,Solar Photovoltaic,9,0.22047669886675608
58135,Solar Photovoltaic,6,0.2537975724560726
58144,Solar Photovoltaic,9,0.22047669886675608
58145,Solar Photovoltaic,9,0.22047669886675608
58147,Solar Photovoltaic,2,0.30974988165310763
58148,Solar Photovoltaic,3,0.2953626825189205
58149,Solar Photovoltaic,1,0.3202687659970471
58150,Solar Photovoltaic,6,0.2537975724560726
58164,Solar Photovoltaic,8,0.23163275150342633
58169,Solar Photovoltaic,3,0.2953626825189205
58170,Solar Photovoltaic,2,0.30974988165310763
58171,Solar Photovoltaic,1,0.3202687659970471
58173,Solar Photovoltaic,6,0.2537975724560726
58174,Solar Photovoltaic,8,0.23163275150342633
58178,Solar Photovoltaic,8,0.23163275150342633
58187,Solar Photovoltaic,8,0.23163275150342633
58202,Solar Photovoltaic,1,0.3202687659970471
58204,Solar Photovoltaic,4,0.28148929329880334
58206,Solar Photovoltaic,2,0.30974988165310763
58210,Solar Photovoltaic,9,0.22047669886675608
58213,Solar Photovoltaic,1,0.3202687659970471
58214,Solar Photovoltaic,8,0.23163275150342633
58217,Solar Photovoltaic,4,0.28148929329880334
58226,Solar Photovoltaic,1,0.3202687659970471
58227,Solar Photovoltaic,1,0.3202687659970471
58228,Solar Photovoltaic,7,0.2408794703868765
58231,Solar Photovoltaic,8,0.23163275150342633
58232,Solar Photovoltaic,2,0.30974988165310763
58234,Solar Photovoltaic,1,0.3202687659970471
58236,Solar Photovoltaic,8,0.23163275150342633
58239,Solar Photovoltaic,7,0.2408794703868765
58240,Solar Photovoltaic,4,0.28148929329880334
58241,Solar Photovoltaic,7,0.2408794703868765
58243,Solar Photovoltaic,7,0.2408794703868765
58244,Solar Photovoltaic,8,0.23163275150342633
58248,Solar Photovoltaic,3,0.2953626825189205
58249,Solar Photovoltaic,2,0.30974988165310763
58253,Solar Photovoltaic,3,0.2953626825189205
58256,Solar Photovoltaic,3,0.2953626825189205
58259,Solar Photovoltaic,5,0.26753870312354816
58261,Solar Photovoltaic,4,0.28148929329880334
58262,Solar Photovoltaic,1,0.3202687659970471
58270,Solar Photovoltaic,8,0.23163275150342633
58271,Solar Photovoltaic,8,0.23163275150342633
58272,Solar Photovoltaic,9,0.22047669886675608
58273,Solar Photovoltaic,6,0.2537975724560726
58274,Solar Photovoltaic,6,0.2537975724560726
58275,Solar Photovoltaic,8,0.23163275150342633
58276,Solar Photovoltaic,8,0.23163275150342633
58279,Solar Photovoltaic,8,0.23163275150342633
58280,Solar Photovoltaic,8,0.23163275150342633
58281,Solar Photovoltaic,5,0.26753870312354816
58282,Solar Photovoltaic,8,0.23163275150342633
58283,Solar Photovoltaic,8,0.23163275150342633
58289,Solar Photovoltaic,1,0.3202687659970471
58290,Solar Photovoltaic,1,0.3202687659970471
58292,Solar Photovoltaic,1,0.3202687659970471
58293,Solar Photovoltaic,1,0.3202687659970471
58304,Solar Photovoltaic,3,0.2953626825189205
58305,Solar Photovoltaic,6,0.2537975724560726
58306,Solar Photovoltaic,3,0.2953626825189205
58307,Solar Photovoltaic,3,0.2953626825189205
58308,Solar Photovoltaic,3,0.2953626825189205
58309,Solar Photovoltaic,3,0.2953626825189205
58311,Solar Photovoltaic,6,0.2537975724560726
58312,Solar Photovoltaic,6,0.2537975724560726
58313,Solar Photovoltaic,6,0.2537975724560726
58314,Solar Photovoltaic,6,0.2537975724560726
58315,Solar Photovoltaic,6,0.2537975724560726
58316,Solar Photovoltaic,6,0.2537975724560726
58317,Solar Photovoltaic,6,0.2537975724560726
58318,Solar Photovoltaic,6,0.2537975724560726
58319,Solar Photovoltaic,3,0.2953626825189205
58323,Solar Photovoltaic,6,0.2537975724560726
58329,Solar Photovoltaic,7,0.2408794703868765
58331,Solar Photovoltaic,6,0.2537975724560726
58332,Solar Photovoltaic,6,0.2537975724560726
58333,Solar Photovoltaic,6,0.2537975724560726
58334,Solar Photovoltaic,6,0.2537975724560726
58335,Solar Photovoltaic,6,0.2537975724560726
58336,Solar Photovoltaic,6,0.2537975724560726
58337,Solar Photovoltaic,6,0.2537975724560726
58338,Solar Photovoltaic,6,0.2537975724560726
58339,Solar Photovoltaic,6,0.2537975724560726
58340,Solar Photovoltaic,6,0.2537975724560726
58341,Solar Photovoltaic,6,0.2537975724560726
58342,Solar Photovoltaic,6,0.2537975724560726
58343,Solar Photovoltaic,6,0.2537975724560726
58344,Solar Photovoltaic,6,0.2537975724560726
58345,Solar Photovoltaic,6,0.2537975724560726
58346,Solar Photovoltaic,6,0.2537975724560726
58347,Solar Photovoltaic,6,0.2537975724560726
58348,Solar Photovoltaic,6,0.2537975724560726
58349,Solar Photovoltaic,6,0.2537975724560726
58350,Solar Photovoltaic,6,0.2537975724560726
58354,Solar Photovoltaic,1,0.3202687659970471
58355,Solar Photovoltaic,1,0.3202687659970471
58356,Solar Photovoltaic,8,0.23163275150342633
58357,Solar Photovoltaic,8,0.23163275150342633
58358,Solar Photovoltaic,8,0.23163275150342633
58359,Solar Photovoltaic,7,0.2408794703868765
58360,Solar Photovoltaic,8,0.23163275150342633
58361,Solar Photovoltaic,8,0.23163275150342633
58362,Solar Photovoltaic,8,0.23163275150342633
58364,Solar Photovoltaic,8,0.23163275150342633
58366,Solar Photovoltaic,3,0.2953626825189205
58370,Solar Photovoltaic,4,0.28148929329880334
58371,Solar Photovoltaic,4,0.28148929329880334
58373,Solar Photovoltaic,3,0.2953626825189205
58374,Solar Photovoltaic,3,0.2953626825189205
58376,Solar Photovoltaic,3,0.2953626825189205
58381,Solar Photovoltaic,8,0.23163275150342633
58383,Solar Photovoltaic,1,0.3202687659970471
58385,Solar Photovoltaic,8,0.23163275150342633
58386,Solar Photovoltaic,8,0.23163275150342633
58387,Solar Photovoltaic,8,0.23163275150342633
58388,Solar Photovoltaic,1,0.3202687659970471
58389,Solar Photovoltaic,1,0.3202687659970471
58391,Solar Photovoltaic,8,0.23163275150342633
58398,Solar Photovoltaic,1,0.3202687659970471
58401,Solar Photovoltaic,6,0.2537975724560726
58402,Solar Photovoltaic,8,0.23163275150342633
58403,Solar Photovoltaic,8,0.23163275150342633
58408,Solar Photovoltaic,8,0.23163275150342633
58410,Solar Photovoltaic,8,0.23163275150342633
58411,Solar Photovoltaic,9,0.22047669886675608
58412,Solar Photovoltaic,8,0.23163275150342633
58417,Solar Photovoltaic,1,0.3202687659970471
58418,Solar Photovoltaic,1,0.3202687659970471
58419,Solar Photovoltaic,1,0.3202687659970471
58422,Solar Photovoltaic,2,0.30974988165310763
58423,Solar Photovoltaic,8,0.23163275150342633
58430,Solar Photovoltaic,1,0.3202687659970471
58431,Solar Photovoltaic,6,0.2537975724560726
58443,Solar Photovoltaic,8,0.23163275150342633
58445,Solar Photovoltaic,1,0.3202687659970471
58446,Solar Photovoltaic,1,0.3202687659970471
58447,Solar Photovoltaic,1,0.3202687659970471
58448,Solar Photovoltaic,1,0.3202687659970471
58449,Solar Photovoltaic,1,0.3202687659970471
58450,Solar Photovoltaic,1,0.3202687659970471
58451,Solar Photovoltaic,1,0.3202687659970471
58452,Solar Photovoltaic,1,0.3202687659970471
58453,Solar Photovoltaic,6,0.2537975724560726
58454,Solar Photovoltaic,1,0.3202687659970471
58462,Solar Photovoltaic,1,0.3202687659970471
58463,Solar Photovoltaic,7,0.2408794703868765
58466,Solar Photovoltaic,1,0.3202687659970471
58467,Solar Photovoltaic,1,0.3202687659970471
58473,Solar Photovoltaic,7,0.2408794703868765
58477,Solar Photovoltaic,2,0.30974988165310763
58479,Solar Photovoltaic,2,0.30974988165310763
58480,Solar Photovoltaic,6,0.2537975724560726
58481,Solar Photovoltaic,4,0.28148929329880334
