plant_id_eia,re_type,latitude,longitude
65327,solar,42.0,-83.5
66365,solar,42.0,-80.5
64525,solar,42.0,-77.5
66521,solar,42.0,-75.5
61200,solar,42.5,-123.0
62151,solar,42.5,-114.5
65393,solar,42.5,-96.5
60017,solar,42.5,-83.5
63866,solar,42.5,-78.0
64393,solar,43.0,-90.5
64080,solar,43.0,-89.5
61816,solar,43.0,-88.0
65765,solar,43.0,-74.0
60445,solar,43.5,-116.5
62861,solar,43.5,-93.5
65008,solar,43.5,-88.0
66387,solar,43.5,-76.5
65366,solar,43.5,-70.5
62848,solar,44.0,-90.0
65708,solar,44.0,-69.0
61690,solar,44.5,-92.5
60838,solar,44.5,-92.0
64834,solar,44.5,-70.5
63694,solar,45.0,-123.5
61547,solar,45.0,-93.5
64818,solar,45.5,-93.5
59852,solar,45.5,-93.0
64032,solar,46.0,-108.5
64072,solar,46.0,-94.5
64671,solar,46.5,-120.0
61335,solar,47.0,-112.0
66135,solar,47.0,-68.5
-5959350922534790673,onshore_wind,36.0,-95.5
8193496791284395668,offshore_wind,42.5,-88.0
7127926834087229828,onshore_wind,41.0,-96.0
7697742704412345190,onshore_wind,37.0,-94.0
-1981912640935267844,onshore_wind,38.0,-94.0
5708946472391514934,onshore_wind,39.0,-78.0
7069391204059425300,offshore_wind,42.0,-70.5
-1104780897372036254,offshore_wind,30.0,-88.5
-8583366074310505917,onshore_wind,39.0,-94.0
2566653980753909730,onshore_wind,40.0,-95.0
8143868024037533355,onshore_wind,37.5,-93.0
6805741538714501886,onshore_wind,40.5,-99.5
-3363435003046228075,onshore_wind,44.0,-71.5
-3255903749219175524,offshore_wind,40.5,-73.5
8465162399627678694,offshore_wind,44.0,-76.5
3238881679819243911,offshore_wind,44.0,-76.0
-6242953110863992208,onshore_wind,40.0,-77.5
-6893467543112332996,onshore_wind,41.5,-78.0
6051397645088108263,onshore_wind,40.5,-76.5
8298216598144063637,offshore_wind,33.5,-79.0
-7173288667496212580,onshore_wind,46.5,-91.5
-3020113360998709124,solar,43.0,-106.5
5516848429955766481,onshore_wind,30.5,-99.0
-3564070918609238247,onshore_wind,30.5,-98.5
828901682527509150,onshore_wind,40.0,-108.0
-3918602801037829962,onshore_wind,41.5,-101.5
6795737851038717317,onshore_wind,44.5,-105.5
8809880753405855384,onshore_wind,41.0,-92.0
-184260021458374453,onshore_wind,41.5,-93.0
2847271961740216792,onshore_wind,32.0,-98.0
4806456658120978027,onshore_wind,40.5,-76.0
1926872111944144703,onshore_wind,39.5,-110.0
-9034566399040953465,onshore_wind,43.5,-73.0
-1615349842727873835,solar,36.0,-101.5
-30743765906176631,onshore_wind,35.0,-114.5
767326452545079426,onshore_wind,31.5,-102.0
-4749438581493229733,onshore_wind,37.5,-114.0
-7923240034773929003,onshore_wind,46.0,-113.5
-8783162584728466090,onshore_wind,41.5,-104.5
57529,onshore_wind,21.5,-158.0
62207,onshore_wind,27.0,-99.5
56661,onshore_wind,27.0,-97.5
59193,onshore_wind,27.5,-97.5
60217,onshore_wind,29.5,-101.0
62259,onshore_wind,30.5,-101.5
60743,onshore_wind,31.5,-99.5
64165,onshore_wind,31.5,-98.5
56961,onshore_wind,32.0,-103.0
58833,onshore_wind,32.5,-110.0
63502,onshore_wind,33.0,-103.5
64164,onshore_wind,33.0,-99.5
61848,onshore_wind,33.5,-102.0
63578,onshore_wind,34.0,-103.0
57379,onshore_wind,34.5,-110.0
9991215,onshore_wind,34.5,-90.5
56336,onshore_wind,35.0,-105.0
64341,onshore_wind,35.0,-98.0
9991301,onshore_wind,35.0,-79.0
59047,onshore_wind,36.5,-104.0
63489,onshore_wind,36.5,-98.5
63494,onshore_wind,36.5,-98.0
58474,onshore_wind,37.5,-101.0
55734,onshore_wind,37.5,-100.5
61040,onshore_wind,38.0,-102.5
9990313,onshore_wind,38.0,-102.0
56818,onshore_wind,38.5,-101.0
60619,onshore_wind,39.0,-104.0
9990888,onshore_wind,39.0,-89.5
55986,onshore_wind,39.0,-79.5
56495,onshore_wind,39.0,-79.0
64309,onshore_wind,39.5,-96.0
9990667,onshore_wind,40.0,-92.0
65939,onshore_wind,40.0,-90.0
65059,onshore_wind,40.5,-103.0
61677,onshore_wind,40.5,-97.5
9991125,onshore_wind,40.5,-92.5
9990860,onshore_wind,40.5,-89.5
63133,onshore_wind,41.0,-105.0
9991209,onshore_wind,41.0,-90.0
57284,onshore_wind,41.0,-89.0
61330,onshore_wind,41.0,-83.5
9990894,onshore_wind,41.0,-82.5
9991041,onshore_wind,41.5,-94.5
9991283,onshore_wind,41.5,-91.5
9990658,onshore_wind,41.5,-90.0
57135,onshore_wind,41.5,-89.5
9990560,onshore_wind,41.5,-87.0
57613,onshore_wind,41.5,-81.5
9990558,onshore_wind,42.0,-93.0
59735,onshore_wind,42.0,-91.5
9990317,onshore_wind,42.0,-84.5
57044,onshore_wind,42.0,-77.0
60259,onshore_wind,42.5,-106.0
58695,onshore_wind,42.5,-98.5
61889,onshore_wind,42.5,-97.5
59292,onshore_wind,42.5,-97.0
9990847,onshore_wind,42.5,-93.0
9990737,onshore_wind,42.5,-92.0
9991113,onshore_wind,42.5,-86.0
9990681,onshore_wind,42.5,-84.0
58019,onshore_wind,43.0,-115.0
63915,onshore_wind,43.0,-105.5
9990864,onshore_wind,43.0,-84.0
65311,onshore_wind,43.5,-112.0
9990316,onshore_wind,43.5,-97.0
58045,onshore_wind,43.5,-96.0
9990412,onshore_wind,43.5,-92.5
56659,onshore_wind,43.5,-82.5
61041,onshore_wind,43.5,-75.5
56608,onshore_wind,44.0,-99.0
9990771,onshore_wind,44.0,-96.5
9990542,onshore_wind,44.0,-93.5
9990374,onshore_wind,44.0,-86.5
62291,onshore_wind,45.0,-95.5
56901,onshore_wind,45.0,-73.5
57549,onshore_wind,45.5,-120.0
60070,onshore_wind,45.5,-119.0
9990053,onshore_wind,45.5,-99.0
62815,onshore_wind,45.5,-86.5
56989,onshore_wind,45.5,-68.0
64332,onshore_wind,46.0,-109.0
57274,onshore_wind,46.0,-96.0
9990234,onshore_wind,46.0,-95.0
9990609,onshore_wind,46.0,-94.0
55944,onshore_wind,46.0,-84.5
56782,onshore_wind,46.5,-104.0
62380,onshore_wind,46.5,-100.0
58836,onshore_wind,46.5,-96.0
9990717,onshore_wind,46.5,-84.5
56322,onshore_wind,47.0,-120.0
62936,onshore_wind,47.0,-118.5
9990600,onshore_wind,47.0,-99.0
9990788,onshore_wind,47.0,-97.0
9990342,onshore_wind,47.0,-88.5
61100,onshore_wind,49.0,-102.5
57187,onshore_wind,58.0,-152.5
90,onshore_wind,64.5,-165.5
62529,solar,20.0,-155.5
56667,solar,21.0,-157.0
63280,solar,22.0,-160.0
61068,solar,22.0,-159.5
65975,solar,26.5,-99.0
64538,solar,27.5,-99.5
64533,solar,27.5,-82.0
65891,solar,28.0,-98.0
65290,solar,28.0,-82.0
61051,solar,28.0,-80.5
65947,solar,28.5,-96.5
65292,solar,28.5,-81.5
58027,solar,29.0,-98.5
66137,solar,29.5,-100.5
66519,solar,29.5,-95.0
62915,solar,30.0,-81.5
60989,solar,30.5,-103.5
65888,solar,30.5,-86.5
63721,solar,30.5,-84.5
64540,solar,31.0,-100.5
65846,solar,31.0,-96.0
65853,solar,31.5,-95.0
61165,solar,32.0,-107.5
66412,solar,32.0,-104.0
64150,solar,32.0,-85.0
64191,solar,32.0,-84.5
58540,solar,32.5,-108.0
57985,solar,32.5,-107.0
57739,solar,32.5,-103.5
59806,solar,32.5,-101.0
59862,solar,32.5,-85.0
60930,solar,32.5,-83.0
59020,solar,33.0,-113.0
58482,solar,33.0,-82.5
59610,solar,33.5,-117.0
65053,solar,33.5,-114.5
58543,solar,33.5,-112.0
64403,solar,34.0,-119.0
58590,solar,34.0,-116.0
61740,solar,34.0,-83.5
66418,solar,34.0,-82.5
63500,solar,34.5,-97.0
62678,solar,34.5,-78.0
57378,solar,35.0,-118.5
64209,solar,35.0,-118.0
62995,solar,35.0,-108.0
64473,solar,35.0,-97.5
65482,solar,35.0,-90.5
61924,solar,35.0,-87.0
59665,solar,35.0,-80.0
63842,solar,35.0,-77.5
60034,solar,35.5,-120.5
59840,solar,35.5,-118.0
57764,solar,35.5,-117.5
65104,solar,35.5,-117.0
65526,solar,36.0,-120.5
63172,solar,36.0,-107.5
63477,solar,36.0,-106.0
64169,solar,36.0,-76.5
62636,solar,36.5,-116.0
64507,solar,36.5,-89.0
66404,solar,37.0,-109.5
64982,solar,37.0,-92.0
65803,solar,37.5,-89.0
60968,solar,37.5,-78.0
62675,solar,37.5,-77.0
63776,solar,38.0,-104.5
64786,solar,38.0,-89.0
61334,solar,38.0,-87.5
62790,solar,38.0,-86.5
61084,solar,38.5,-118.0
66247,solar,38.5,-108.0
64416,solar,38.5,-89.0
64690,solar,38.5,-76.0
59472,solar,39.0,-119.0
59702,solar,39.0,-112.5
62666,solar,39.0,-112.0
65230,solar,39.0,-92.0
64016,solar,39.0,-90.0
60410,solar,39.0,-87.5
62670,solar,39.0,-84.0
63910,solar,39.0,-76.0
60769,solar,39.0,-75.0
61811,solar,39.5,-104.0
59632,solar,39.5,-101.0
66276,solar,39.5,-78.0
63072,solar,39.5,-76.5
66413,solar,40.0,-111.5
7790,solar,40.0,-109.5
58942,solar,40.0,-86.5
58615,solar,40.0,-86.0
62792,solar,40.0,-84.5
65471,solar,40.5,-86.0
62767,solar,40.5,-85.5
64660,solar,40.5,-83.5
63786,solar,40.5,-74.0
61487,solar,40.5,-73.5
64739,solar,41.0,-112.5
63164,solar,41.0,-106.5
60351,solar,41.0,-105.0
63378,solar,41.0,-91.0
62769,solar,41.0,-85.5
65997,solar,41.0,-84.0
63181,solar,41.0,-82.5
66486,solar,41.0,-74.0
57589,solar,41.0,-73.0
63983,solar,41.5,-112.5
64972,solar,41.5,-90.0
60047,solar,41.5,-85.5
66238,solar,41.5,-85.0
66231,solar,41.5,-75.0
59082,solar,41.5,-70.0
64365,solar,42.0,-103.5
66178,solar,42.0,-97.5
65164,solar,42.0,-92.5
62860,solar,42.0,-77.0
60951,solar,42.5,-91.0
63214,solar,42.5,-71.0
58131,solar,43.0,-120.5
60009,solar,43.0,-116.5
60019,solar,43.0,-82.5
65309,solar,43.0,-79.0
62816,solar,43.0,-75.5
64722,solar,43.5,-78.0
60912,solar,43.5,-73.0
63050,solar,44.0,-120.5
60332,solar,44.0,-117.0
60877,solar,44.0,-72.5
65369,solar,44.0,-70.0
63215,solar,44.5,-95.0
62010,solar,44.5,-94.5
65405,solar,44.5,-93.0
64698,solar,44.5,-91.0
64431,solar,44.5,-87.5
64463,solar,44.5,-85.0
66530,solar,44.5,-75.0
64268,solar,44.5,-72.5
60936,solar,45.0,-91.5
62507,solar,45.0,-73.5
66043,solar,45.0,-70.5
63331,solar,45.5,-122.0
60070,solar,45.5,-119.0
61289,solar,45.5,-109.5
61290,solar,45.5,-107.5
61426,solar,45.5,-92.5
65498,solar,46.0,-86.5
66339,solar,46.5,-94.0
63689,solar,48.0,-96.5
-655835780059345096,onshore_wind,41.0,-98.5
9131897735230004640,onshore_wind,38.0,-101.5
5191268906411957027,offshore_wind,31.0,-81.5
-6456245864519139919,onshore_wind,38.5,-99.0
-9221378817673115445,onshore_wind,38.0,-97.5
5221083713073910731,onshore_wind,38.5,-95.0
6037808816486006645,onshore_wind,38.0,-94.5
-8466008428778883494,onshore_wind,39.5,-95.5
8955167601234771326,offshore_wind,43.5,-70.0
-1616124760125418751,offshore_wind,42.0,-83.0
-6422533741634407264,onshore_wind,39.5,-93.0
-7576850403911659048,onshore_wind,47.5,-105.0
2656132625240514643,onshore_wind,47.0,-105.0
-2874277020471361928,onshore_wind,41.0,-100.0
-5316649956618064205,onshore_wind,41.5,-98.5
6891181619737128864,onshore_wind,45.0,-71.5
-3302680374070178587,onshore_wind,35.5,-96.5
-7672676108510752035,onshore_wind,35.5,-95.5
4342227935252333040,solar,36.0,-95.5
2848305839796532445,onshore_wind,35.0,-96.5
-6083930552182564774,onshore_wind,35.0,-96.0
-5028491069240561696,onshore_wind,41.0,-78.0
8512459758791109516,onshore_wind,41.0,-78.5
-1287183234556622544,offshore_wind,33.0,-79.5
-8424618190498941390,offshore_wind,32.0,-80.5
5679935590974898783,onshore_wind,32.5,-97.5
-7990872944892114785,onshore_wind,31.5,-102.5
7479836311865159564,offshore_wind,47.0,-90.5
4369500643079461394,onshore_wind,46.5,-91.0
-5024431291998657231,offshore_wind,45.0,-87.0
-1043821396726395055,offshore_wind,45.5,-87.0
6871785122673092272,solar,43.0,-106.0
-1062878937555257783,offshore_wind,43.0,-82.5
-2927334256829632046,onshore_wind,42.0,-72.0
425954291212568975,onshore_wind,40.5,-105.5
2587245209091294702,offshore_wind,33.0,-79.0
-5926554388814934545,onshore_wind,42.0,-109.0
-1207007245639702205,onshore_wind,39.5,-111.0
5602210557971777743,offshore_wind,43.5,-77.5
-3007309174456116179,offshore_wind,43.0,-79.0
-744047091277054277,offshore_wind,44.0,-86.5
-844878333439710990,onshore_wind,44.0,-74.0
7103587570747529722,solar,36.0,-101.0
-527421870925198787,onshore_wind,32.0,-102.5
1226849708452539920,onshore_wind,46.0,-113.0
-1588311920949279624,onshore_wind,31.0,-97.5
424376329240818236,onshore_wind,45.0,-85.0
-88728190427156125,offshore_wind,28.5,-96.0
65388,offshore_wind,38.5,-74.5
56447,onshore_wind,20.5,-156.0
63624,onshore_wind,26.0,-97.5
62783,onshore_wind,28.0,-97.5
63738,onshore_wind,28.5,-98.0
64710,onshore_wind,31.0,-101.5
56979,onshore_wind,32.0,-101.0
56291,onshore_wind,32.0,-100.0
65048,onshore_wind,32.0,-97.0
57981,onshore_wind,33.0,-98.5
61674,onshore_wind,33.5,-103.0
58766,onshore_wind,34.0,-101.0
58101,onshore_wind,34.5,-117.5
58938,onshore_wind,34.5,-97.5
61044,onshore_wind,35.0,-105.5
63030,onshore_wind,35.0,-102.5
59246,onshore_wind,35.0,-101.5
9991303,onshore_wind,35.0,-76.5
56665,onshore_wind,35.5,-100.0
57741,onshore_wind,36.0,-102.5
60574,onshore_wind,36.0,-99.5
59311,onshore_wind,36.0,-99.0
57332,onshore_wind,36.0,-98.5
61270,onshore_wind,36.0,-98.0
61067,onshore_wind,36.5,-121.0
64665,onshore_wind,36.5,-101.5
58683,onshore_wind,36.5,-96.5
9991230,onshore_wind,36.5,-93.5
59968,onshore_wind,36.5,-76.5
62837,onshore_wind,37.0,-97.0
58018,onshore_wind,37.5,-99.5
65129,onshore_wind,37.5,-95.0
56362,onshore_wind,38.0,-122.0
58548,onshore_wind,38.0,-105.0
57079,onshore_wind,38.5,-113.0
60999,onshore_wind,38.5,-96.0
57678,onshore_wind,39.0,-98.5
57244,onshore_wind,39.5,-102.5
65948,onshore_wind,39.5,-97.5
9990559,onshore_wind,39.5,-92.0
9990668,onshore_wind,39.5,-91.5
9990243,onshore_wind,39.5,-91.0
9990552,onshore_wind,40.0,-91.0
9990617,onshore_wind,40.0,-86.5
9991272,onshore_wind,40.5,-95.5
63666,onshore_wind,40.5,-85.0
65741,onshore_wind,40.5,-78.0
57501,onshore_wind,41.0,-95.0
9990182,onshore_wind,41.0,-90.5
9990917,onshore_wind,41.0,-89.5
60587,onshore_wind,41.0,-88.0
9990945,onshore_wind,41.0,-87.5
9990662,onshore_wind,41.0,-86.0
58987,onshore_wind,41.5,-107.0
57040,onshore_wind,41.5,-106.0
57593,onshore_wind,41.5,-99.5
9991078,onshore_wind,41.5,-95.0
57964,onshore_wind,41.5,-89.0
57769,onshore_wind,41.5,-76.0
59725,onshore_wind,41.5,-71.0
57654,onshore_wind,41.5,-70.5
61511,onshore_wind,42.0,-96.5
9991293,onshore_wind,42.0,-94.5
9990684,onshore_wind,42.0,-86.0
62947,onshore_wind,42.0,-77.5
9990994,onshore_wind,42.5,-95.5
62247,onshore_wind,43.0,-97.5
9990748,onshore_wind,43.0,-90.5
9990826,onshore_wind,43.0,-90.0
9991095,onshore_wind,43.0,-83.5
57198,onshore_wind,43.5,-93.5
9990452,onshore_wind,43.5,-93.0
9991100,onshore_wind,43.5,-86.0
9990616,onshore_wind,43.5,-84.0
9990969,onshore_wind,43.5,-83.0
9990359,onshore_wind,44.0,-94.0
59494,onshore_wind,44.5,-117.5
9990514,onshore_wind,44.5,-96.5
9990692,onshore_wind,44.5,-95.0
9990537,onshore_wind,44.5,-94.0
57880,onshore_wind,44.5,-93.0
9991179,onshore_wind,45.0,-97.0
9991109,onshore_wind,45.0,-94.5
9990820,onshore_wind,45.0,-92.5
56857,onshore_wind,45.0,-74.0
58686,onshore_wind,45.0,-68.0
9990249,onshore_wind,45.5,-101.0
9990874,onshore_wind,45.5,-98.5
9990402,onshore_wind,45.5,-94.0
9991250,onshore_wind,45.5,-84.0
58324,onshore_wind,46.0,-118.5
61858,onshore_wind,46.0,-109.5
9990593,onshore_wind,46.0,-95.5
9990465,onshore_wind,46.5,-102.5
9990304,onshore_wind,46.5,-87.5
56591,onshore_wind,47.5,-111.5
9990640,onshore_wind,47.5,-102.0
63689,onshore_wind,48.0,-96.5
58425,onshore_wind,61.0,-150.0
62534,solar,20.5,-156.5
63723,solar,21.5,-158.0
61766,solar,25.5,-80.5
64828,solar,29.0,-98.0
64447,solar,29.0,-95.5
58488,solar,29.5,-104.5
64389,solar,29.5,-98.0
65170,solar,30.0,-83.0
64672,solar,30.5,-96.0
65030,solar,30.5,-91.5
65593,solar,30.5,-85.5
65886,solar,30.5,-85.0
62804,solar,31.0,-102.5
66168,solar,31.0,-97.0
66111,solar,31.0,-93.0
65421,solar,31.0,-86.0
63754,solar,31.0,-85.5
64285,solar,31.0,-82.5
64859,solar,31.5,-99.0
65028,solar,31.5,-97.0
66171,solar,31.5,-83.0
65376,solar,31.5,-82.5
60285,solar,32.0,-110.0
63255,solar,32.0,-102.5
61962,solar,32.0,-100.0
63180,solar,32.0,-97.5
66342,solar,32.0,-96.0
66173,solar,32.0,-82.5
64634,solar,32.5,-115.5
59010,solar,32.5,-107.5
60372,solar,32.5,-102.0
63797,solar,32.5,-97.0
63892,solar,32.5,-96.5
64131,solar,32.5,-96.0
62774,solar,32.5,-95.5
65884,solar,32.5,-84.5
60822,solar,33.0,-112.0
61871,solar,33.0,-96.0
57455,solar,33.5,-116.5
65271,solar,33.5,-97.0
64418,solar,34.0,-118.0
58539,solar,34.0,-112.0
60853,solar,34.0,-89.0
63813,solar,34.0,-81.0
65770,solar,34.5,-119.0
64624,solar,34.5,-117.5
63810,solar,34.5,-80.0
60043,solar,35.0,-119.5
62822,solar,35.0,-82.0
66385,solar,35.0,-78.0
57695,solar,35.5,-120.0
66282,solar,35.5,-91.5
61610,solar,35.5,-80.5
60003,solar,35.5,-78.5
63848,solar,36.0,-120.0
58003,solar,36.0,-119.5
62682,solar,36.0,-94.0
66185,solar,36.0,-90.0
65525,solar,36.5,-121.5
57340,solar,36.5,-121.0
63728,solar,36.5,-105.5
63827,solar,36.5,-81.0
66124,solar,36.5,-76.5
63021,solar,37.0,-119.5
63125,solar,37.0,-105.5
64448,solar,37.0,-81.0
66312,solar,37.0,-78.5
64134,solar,37.0,-77.5
61985,solar,37.0,-77.0
60193,solar,37.5,-121.5
61606,solar,37.5,-102.5
66159,solar,37.5,-89.5
58600,solar,38.0,-112.5
64355,solar,38.0,-103.5
65312,solar,38.0,-79.0
65144,solar,38.0,-78.5
62013,solar,38.0,-78.0
65808,solar,38.5,-121.0
58959,solar,38.5,-94.5
62797,solar,38.5,-84.5
57554,solar,39.0,-105.0
60707,solar,39.0,-93.0
65401,solar,39.0,-88.5
57970,solar,39.5,-121.5
64186,solar,39.5,-110.5
65178,solar,39.5,-105.0
65231,solar,39.5,-104.5
65391,solar,39.5,-98.0
60239,solar,39.5,-87.0
59729,solar,40.0,-92.5
65338,solar,40.0,-82.5
63913,solar,40.5,-119.5
62833,solar,40.5,-98.5
61467,solar,41.0,-99.5
65334,solar,41.0,-96.5
65758,solar,41.0,-88.0
57203,solar,41.0,-83.5
64709,solar,41.0,-78.5
64711,solar,41.0,-78.0
58787,solar,41.0,-73.5
60452,solar,41.0,-72.5
63845,solar,41.5,-89.5
65050,solar,41.5,-84.5
60622,solar,41.5,-83.5
58682,solar,41.5,-71.0
61553,solar,42.0,-122.0
64222,solar,42.0,-96.0
65671,solar,42.0,-90.0
64567,solar,42.0,-84.0
64721,solar,42.0,-78.5
62389,solar,42.0,-76.5
64046,solar,42.0,-74.5
64603,solar,42.0,-71.5
64759,solar,42.0,-71.0
64875,solar,42.0,-70.5
62268,solar,42.5,-121.5
64534,solar,42.5,-88.5
60348,solar,42.5,-83.0
62811,solar,42.5,-78.5
65754,solar,42.5,-73.5
62819,solar,43.0,-76.0
63901,solar,43.0,-75.0
65839,solar,43.0,-73.5
65566,solar,43.0,-71.0
63488,solar,43.5,-121.0
63796,solar,43.5,-119.0
60748,solar,43.5,-116.0
64907,solar,43.5,-92.0
64996,solar,43.5,-88.5
61048,solar,44.0,-121.0
65709,solar,44.0,-70.5
61983,solar,45.0,-93.0
60890,solar,45.0,-92.5
61460,solar,45.0,-70.0
64078,solar,45.0,-69.5
60889,solar,45.5,-91.0
64251,solar,46.0,-84.5
65066,solar,46.5,-96.0
66003,solar,46.5,-92.5
61336,solar,47.5,-111.5
-9022653220904344740,onshore_wind,41.0,-99.0
5782757418442281563,solar,35.0,-110.5
-8951890686128067387,solar,35.0,-111.0
-2418462134987812506,onshore_wind,36.5,-96.0
7215526541369230951,onshore_wind,36.0,-94.0
3899459244968315382,onshore_wind,41.0,-74.0
-4460434038066103712,offshore_wind,38.0,-75.0
-329141895038114689,offshore_wind,30.0,-81.0
-2899193096086188337,offshore_wind,42.0,-87.5
-1410300007455658125,offshore_wind,43.0,-87.5
8747669479133481986,offshore_wind,42.0,-87.0
-5429982033367054694,onshore_wind,38.0,-99.0
700475100231149777,onshore_wind,39.0,-95.0
-3299482469766281672,onshore_wind,37.0,-96.0
2585036386673484315,onshore_wind,47.0,-93.5
3144443918719178186,offshore_wind,30.0,-89.0
6090606231419513691,offshore_wind,30.0,-88.0
5127022128074621513,onshore_wind,38.5,-92.5
-4423987922094157544,onshore_wind,40.0,-95.5
-8220770944018845280,onshore_wind,41.5,-97.0
-4938738385614566055,onshore_wind,41.5,-98.0
-5050876507816061493,onshore_wind,43.5,-71.5
40519174743650454,onshore_wind,41.0,-75.5
-8670840157154108187,offshore_wind,40.5,-73.0
3456079028993616509,onshore_wind,42.5,-74.0
-8117330868124706286,offshore_wind,43.5,-76.5
6161500312924894962,onshore_wind,36.0,-97.0
5181081152159846907,onshore_wind,36.0,-96.5
-8741508657065019214,onshore_wind,41.0,-79.0
-593547373177979321,offshore_wind,32.5,-79.5
-7592213289035174935,offshore_wind,33.5,-78.5
-6764055276458643310,onshore_wind,44.5,-74.0
-7084738731224802100,offshore_wind,45.0,-88.0
3694004903334798284,onshore_wind,46.0,-106.0
2593057690834517248,offshore_wind,39.5,-74.0
3503866137666400151,onshore_wind,39.0,-97.5
8251742771830145777,onshore_wind,37.5,-92.5
-7860452854418961578,onshore_wind,34.5,-99.0
-1408620140144257138,onshore_wind,43.5,-74.0
3124375596846803722,offshore_wind,43.5,-78.0
63093,offshore_wind,41.0,-70.5
61343,onshore_wind,28.0,-98.0
54966,onshore_wind,31.5,-105.0
62846,onshore_wind,31.5,-101.0
57947,onshore_wind,32.5,-107.5
65763,onshore_wind,33.0,-99.0
62620,onshore_wind,33.5,-101.5
57792,onshore_wind,34.0,-117.5
58771,onshore_wind,34.0,-103.5
64149,onshore_wind,34.0,-99.0
62113,onshore_wind,34.5,-120.5
66001,onshore_wind,34.5,-111.0
59243,onshore_wind,34.5,-102.0
58772,onshore_wind,34.5,-101.5
61866,onshore_wind,34.5,-95.0
57484,onshore_wind,35.0,-118.5
57775,onshore_wind,35.0,-114.0
57264,onshore_wind,36.0,-101.5
66155,onshore_wind,36.5,-101.0
61111,onshore_wind,37.0,-81.0
56173,onshore_wind,37.5,-102.5
65738,onshore_wind,38.0,-97.0
9990855,onshore_wind,38.0,-87.5
57447,onshore_wind,39.0,-80.0
9990239,onshore_wind,39.5,-87.5
66156,onshore_wind,40.0,-97.5
57283,onshore_wind,40.0,-96.0
9990189,onshore_wind,40.0,-92.5
58416,onshore_wind,40.0,-85.0
9990689,onshore_wind,40.5,-93.5
63818,onshore_wind,40.5,-89.0
56654,onshore_wind,41.0,-122.0
64847,onshore_wind,41.0,-105.5
60932,onshore_wind,41.5,-97.5
9991040,onshore_wind,41.5,-94.0
9990794,onshore_wind,41.5,-82.5
56924,onshore_wind,42.0,-93.5
62897,onshore_wind,42.0,-73.0
56162,onshore_wind,42.5,-100.0
9991044,onshore_wind,42.5,-96.0
9990797,onshore_wind,42.5,-84.5
56620,onshore_wind,42.5,-78.5
57327,onshore_wind,43.0,-106.0
57287,onshore_wind,43.0,-75.0
9991159,onshore_wind,43.5,-96.5
9991255,onshore_wind,43.5,-95.5
9990110,onshore_wind,43.5,-86.5
9991034,onshore_wind,44.0,-103.0
9991226,onshore_wind,44.0,-96.0
9990730,onshore_wind,44.0,-95.5
58657,onshore_wind,44.0,-95.0
9990582,onshore_wind,44.5,-94.5
57080,onshore_wind,44.5,-72.0
57130,onshore_wind,44.5,-69.5
62431,onshore_wind,45.0,-103.0
9991020,onshore_wind,45.0,-97.5
9990068,onshore_wind,45.0,-88.5
66283,onshore_wind,45.0,-68.5
62745,onshore_wind,45.5,-119.5
9990561,onshore_wind,46.0,-97.5
63878,onshore_wind,46.5,-110.5
9990854,onshore_wind,46.5,-101.5
58441,onshore_wind,47.0,-121.0
62938,onshore_wind,47.0,-102.0
9990555,onshore_wind,47.0,-101.5
9990378,onshore_wind,47.0,-96.5
60486,onshore_wind,47.5,-112.0
62939,onshore_wind,47.5,-110.5
9990091,onshore_wind,47.5,-92.5
57097,onshore_wind,48.5,-100.0
57995,onshore_wind,49.0,-112.0
58511,onshore_wind,64.0,-145.5
65661,solar,26.0,-98.0
60006,solar,26.0,-80.5
64227,solar,27.0,-98.0
65925,solar,27.0,-82.0
66128,solar,28.0,-81.5
65333,solar,28.5,-100.0
63840,solar,28.5,-98.0
66309,solar,29.0,-99.5
65845,solar,29.0,-96.5
66517,solar,30.0,-95.0
60071,solar,30.0,-83.5
61982,solar,30.0,-82.5
57659,solar,30.5,-97.5
65976,solar,30.5,-92.0
61208,solar,30.5,-89.0
62561,solar,31.0,-102.0
63128,solar,31.0,-90.0
66410,solar,31.5,-98.0
62787,solar,31.5,-85.5
60300,solar,32.0,-106.0
63765,solar,32.0,-86.5
65995,solar,32.0,-82.0
59865,solar,32.0,-81.5
57960,solar,32.5,-116.5
58010,solar,32.5,-106.5
57740,solar,32.5,-104.0
62845,solar,32.5,-101.5
64234,solar,32.5,-100.0
66239,solar,32.5,-89.5
60231,solar,33.0,-117.5
63905,solar,33.0,-99.5
61895,solar,33.0,-97.0
66520,solar,33.0,-96.5
65941,solar,33.0,-94.0
64280,solar,33.0,-84.5
66395,solar,33.5,-118.5
57883,solar,33.5,-111.5
61662,solar,33.5,-105.5
61524,solar,33.5,-96.5
60680,solar,33.5,-86.0
66205,solar,33.5,-84.5
58628,solar,33.5,-83.5
63271,solar,33.5,-80.5
65091,solar,34.0,-117.0
64586,solar,34.0,-85.5
65994,solar,34.0,-85.0
63535,solar,34.0,-84.5
63808,solar,34.0,-81.5
66012,solar,34.0,-80.0
61463,solar,34.5,-120.5
61264,solar,34.5,-118.5
64233,solar,34.5,-101.5
65389,solar,34.5,-81.5
65310,solar,35.0,-102.5
63719,solar,35.0,-86.5
64849,solar,35.5,-109.0
61869,solar,35.5,-93.5
66112,solar,35.5,-91.0
65736,solar,35.5,-90.0
58256,solar,36.0,-106.5
