plant_id_eia,plant_name_eia,generator_id,technology_description,capacity_mw,latitude,longitude,balancing_authority_code_eia,state
9990379,G860,1,onshore_wind,900,46.974662,-100.476278,MISO,ND
9990380,G861,1,onshore_wind,960,46.974662,-100.476278,MISO,ND
9990381,G864,1,onshore_wind,200,40.755639,-86.850423,MISO,IN
9990382,G865,1,onshore_wind,201,40.608823,-87.300417,MISO,IN
9990383,G869,1,onshore_wind,200,43.298285,-91.374325,MISO,IA
9990384,G870,1,onshore_wind,201,43.672833,-93.313816,MISO,MN
9990385,G871,1,onshore_wind,201,43.672833,-93.313816,MISO,MN
9990386,G873,1,onshore_wind,20,48.783278,-96.786861,MISO,MN
9990387,G875,1,onshore_wind,80,48.783278,-96.786861,MISO,MN
9990388,G878,1,onshore_wind,150,43.308267,-97.150367,MISO,SD
9990389,G879,1,onshore_wind,150,44.027575,-95.761347,MISO,MN
9990390,G882,1,onshore_wind,1500,44.042331,-92.848214,MISO,MN
9990391,G883,1,onshore_wind,1500,44.019479,-92.388844,MISO,MN
9990392,G884,1,onshore_wind,1500,45.643925,-96.974396,MISO,SD
9990393,G885,1,onshore_wind,199.5,46.939015,-98.056908,MISO,ND
9990394,G887,1,onshore_wind,20,40.608823,-87.300417,MISO,IN
9990395,G888,1,onshore_wind,50,40.608823,-87.300417,MISO,IN
9990396,G889,1,onshore_wind,59.4,43.852661,-83.020298,MISO,MI
9990397,G890,1,onshore_wind,200,43.685934,-92.048736,MISO,MN
9990398,G893,1,onshore_wind,80,43.692108,-96.252881,MISO,MN
9990399,G894,1,onshore_wind,49.5,45.422521,-96.38442,MISO,MN
9990400,G895,1,onshore_wind,1500,44.648448,-93.513735,MISO,MN
9990401,G896,1,onshore_wind,1500,44.648448,-93.513735,MISO,MN
9990402,G897,1,onshore_wind,1500,45.697906,-94.003333,MISO,MN
9990403,G898,1,onshore_wind,1500,45.697906,-94.003333,MISO,MN
9990404,G899,1,onshore_wind,1000,45.159855,-93.974649,MISO,MN
9990405,G900,1,onshore_wind,1000,45.159855,-93.974649,MISO,MN
9990406,G901,1,onshore_wind,600,42.335431,-89.168538,MISO,IL
9990407,G902,1,onshore_wind,1500,42.335431,-89.168538,MISO,IL
9990408,G903,1,onshore_wind,2000,45.159855,-93.974649,MISO,MN
9990409,G904,1,onshore_wind,150,48.769899,-99.835265,MISO,ND
9990410,G905,1,onshore_wind,200,43.280381,-84.60826,MISO,MI
9990411,G906,1,onshore_wind,200,40.003048,-86.907534,MISO,IN
9990412,G907,1,onshore_wind,450,43.695416,-92.749276,MISO,MN
9990413,G908,1,onshore_wind,150,39.746573,-90.194274,MISO,IL
9990414,G909,1,onshore_wind,150,39.982377,-90.245033,MISO,IL
9990415,G910,1,onshore_wind,99,43.695416,-92.749276,MISO,MN
9990416,G911,1,onshore_wind,99,43.695416,-92.749276,MISO,MN
9990417,G912,1,onshore_wind,99,43.695416,-92.749276,MISO,MN
9990418,G913,1,onshore_wind,201,46.366588,-96.470385,MISO,MN
9990419,G914,1,onshore_wind,137,41.205781,-89.284111,MISO,IL
9990420,G915,1,onshore_wind,150,39.227425,-89.462177,MISO,IL
9990421,G916,1,onshore_wind,53,47.582458,-100.317451,MISO,ND
9990422,G918,1,onshore_wind,120,43.280381,-84.60826,MISO,MI
9990423,G923,1,onshore_wind,200,40.314419,-86.042034,MISO,IN
9990424,G924,1,onshore_wind,300,44.363065,-93.299603,MISO,MN
9990425,G925,1,onshore_wind,300,40.173813,-88.909212,MISO,IL
9990426,G927,1,onshore_wind,2,44.085404,-88.187129,MISO,WI
9990427,G931,1,onshore_wind,150,40.762186,-87.795873,MISO,IL
9990428,G932,1,onshore_wind,56,45.280767,-95.659077,MISO,MN
9990429,G934,1,onshore_wind,150,43.280381,-84.60826,MISO,MI
9990430,G935,1,onshore_wind,201,40.306516,-86.463556,MISO,IN
9990431,G937,1,onshore_wind,200,45.960614,-86.916613,MISO,MI
9990432,G939,1,onshore_wind,250,45.184093,-96.776067,MISO,SD
9990433,G943,1,onshore_wind,150,43.042955,-85.530951,MISO,MI
9990434,G944,1,onshore_wind,150,43.042955,-85.530951,MISO,MI
9990435,G947,1,onshore_wind,99,42.751676,-93.257571,MISO,IA
9990436,G948,1,onshore_wind,249.6,43.075786,-95.140809,MISO,IA
9990437,G949,1,onshore_wind,200,40.003048,-86.907534,MISO,IN
9990438,G951,1,onshore_wind,99,47.582458,-100.317451,MISO,ND
9990439,G952,1,onshore_wind,100,40.314419,-86.042034,MISO,IN
9990440,G953,1,onshore_wind,50,42.86301,-90.729572,MISO,WI
9990441,G954,1,onshore_wind,50,42.86301,-90.729572,MISO,WI
9990442,G955,1,onshore_wind,99,42.686352,-89.071451,MISO,WI
9990443,G956,1,onshore_wind,50,42.696622,-88.510207,MISO,WI
9990444,G957,1,onshore_wind,300,43.37349,-94.666903,MISO,IA
9990445,G958,1,onshore_wind,120,43.042955,-85.530951,MISO,MI
9990446,G959,1,onshore_wind,200,44.430749,-92.70206,MISO,MN
9990447,G960,1,onshore_wind,200,44.430749,-92.70206,MISO,MN
9990448,G961,1,onshore_wind,200,44.430749,-92.70206,MISO,MN
9990449,G962,1,onshore_wind,100,43.350332,-92.769601,MISO,IA
9990450,G963,1,onshore_wind,200,43.350332,-92.769601,MISO,IA
9990451,G964,1,onshore_wind,300,43.350332,-92.769601,MISO,IA
9990452,G965,1,onshore_wind,300,43.350332,-92.769601,MISO,IA
9990453,G966,1,onshore_wind,100,40.626943,-88.190335,MISO,IL
9990454,G967,1,onshore_wind,101,40.960602,-87.392897,MISO,IN
9990455,G968,1,onshore_wind,100,48.382555,-96.402899,MISO,MN
9990456,G969,1,onshore_wind,18,40.608823,-87.300417,MISO,IN
9990457,G970,1,onshore_wind,100,43.365156,-92.313669,MISO,IA
9990458,G971,1,onshore_wind,20,45.107031,-94.499974,MISO,MN
9990459,G972,1,onshore_wind,400,42.865995,-91.849104,MISO,IA
9990460,G973,1,onshore_wind,501,41.34273,-91.708542,MISO,IA
9990461,G976,1,onshore_wind,18,41.669998,-91.606941,MISO,IA
9990462,G977,1,onshore_wind,101,44.085404,-88.187129,MISO,WI
9990463,G978,1,onshore_wind,100,39.771102,-88.215472,MISO,IL
9990464,G979,1,onshore_wind,100,39.678425,-87.743393,MISO,IL
9990465,G980,1,onshore_wind,60,46.451887,-102.440953,MISO,ND
9990466,G981,1,onshore_wind,19.5,46.334482,-101.650984,MISO,ND
9990467,G982,1,onshore_wind,300,45.643925,-96.974396,MISO,SD
9990468,G985,1,onshore_wind,200,42.865995,-91.849104,MISO,IA
9990469,G986,1,onshore_wind,99,40.794841,-89.218469,MISO,IL
9990470,G987,1,onshore_wind,400,44.411707,-87.997111,MISO,WI
9990471,G988,1,onshore_wind,200,46.119855,-99.396278,MISO,ND
9990472,G991,1,onshore_wind,200,43.685934,-92.048736,MISO,MN
9990473,G993,1,onshore_wind,20,46.991328,-99.75743,MISO,ND
9990474,G994,1,onshore_wind,19.5,47.016251,-104.199851,MISO,MT
9990475,G995,1,onshore_wind,99,42.655097,-90.1204,MISO,WI
9990476,G996,1,onshore_wind,150,40.626943,-88.190335,MISO,IL
9990477,G997,1,onshore_wind,50,43.852661,-83.020298,MISO,MI
9990478,G998,1,onshore_wind,200,40.306516,-86.463556,MISO,IN
9990479,G999,1,onshore_wind,200,40.306516,-86.463556,MISO,IN
9990480,H001,1,onshore_wind,200,40.306516,-86.463556,MISO,IN
9990481,H002,1,onshore_wind,200,40.306516,-86.463556,MISO,IN
9990482,H003,1,onshore_wind,200,40.450891,-90.668713,MISO,IL
9990483,H005,1,onshore_wind,300,43.695879,-94.549583,MISO,MN
9990484,H006,1,onshore_wind,100,39.771102,-88.215472,MISO,IL
9990485,H007,1,onshore_wind,41,42.489446,-91.347601,MISO,IA
9990486,H008,1,onshore_wind,36,42.865995,-91.849104,MISO,IA
9990487,H009,1,onshore_wind,150,42.08971,-92.532708,MISO,IA
9990488,H010,1,onshore_wind,182,41.323828,-93.992806,MISO,IA
9990489,H011,1,onshore_wind,250,43.695416,-92.749276,MISO,MN
9990490,H012,1,onshore_wind,150,43.466828,-89.342991,MISO,WI
9990491,H013,1,onshore_wind,200,39.938065,-85.39177,MISO,IN
9990492,H014,1,onshore_wind,300,39.624624,-85.466924,MISO,IN
9990493,H015,1,onshore_wind,200,40.054777,-86.449255,MISO,IN
9990494,H016,1,onshore_wind,200,43.676966,-96.774725,MISO,SD
9990495,H017,1,onshore_wind,100,44.016183,-95.180153,MISO,MN
9990496,H018,1,onshore_wind,150,44.016183,-95.180153,MISO,MN
9990497,H019,1,onshore_wind,150,43.986156,-94.599966,MISO,MN
9990498,H020,1,onshore_wind,200,42.431851,-94.179376,MISO,IA
9990499,H021,1,onshore_wind,138.6,42.416926,-92.774828,MISO,IA
9990500,H022,1,onshore_wind,33,46.939015,-98.056908,MISO,ND
9990501,H024,1,onshore_wind,48,43.466828,-89.342991,MISO,WI
9990502,H025,1,onshore_wind,200,43.676966,-96.774725,MISO,SD
9990503,H026,1,onshore_wind,150,40.40164,-86.897663,MISO,IN
9990504,H027,1,onshore_wind,200,40.054777,-86.449255,MISO,IN
9990505,H028,1,onshore_wind,299,44.019479,-92.388844,MISO,MN
9990506,H030,1,onshore_wind,200,43.473925,-83.418464,MISO,MI
9990507,H031,1,onshore_wind,160,46.366588,-96.470385,MISO,MN
9990508,H032,1,onshore_wind,180,47.694693,-96.375239,MISO,MN
9990509,H033,1,onshore_wind,300,45.148898,-94.985475,MISO,MN
9990510,H036,1,onshore_wind,30,43.466828,-89.342991,MISO,WI
9990511,H038,1,onshore_wind,200,40.490615,-92.98552,MISO,MO
9990512,H039,1,onshore_wind,71,42.08971,-92.532708,MISO,IA
9990513,H040,1,onshore_wind,81,43.096237,-95.60587,MISO,IA
9990514,H041,1,onshore_wind,400,44.410716,-96.278048,MISO,MN
9990515,H042,1,onshore_wind,50,44.012169,-93.583096,MISO,MN
9990516,H043,1,onshore_wind,50,43.695879,-94.549583,MISO,MN
9990517,H044,1,onshore_wind,75,43.986156,-94.599966,MISO,MN
9990518,H045,1,onshore_wind,50,44.016183,-95.180153,MISO,MN
9990519,H046,1,onshore_wind,100,43.691893,-95.129111,MISO,MN
9990520,H047,1,onshore_wind,35,44.022332,-93.222635,MISO,MN
9990521,H048,1,onshore_wind,50,45.555452,-94.603238,MISO,MN
9990522,H049,1,onshore_wind,45,45.555452,-94.603238,MISO,MN
9990523,H050,1,onshore_wind,200,45.107031,-94.499974,MISO,MN
9990524,H051,1,onshore_wind,40,44.423894,-95.245335,MISO,MN
9990525,H052,1,onshore_wind,50,44.24262,-94.705888,MISO,MN
9990526,H053,1,onshore_wind,50,44.012169,-93.583096,MISO,MN
9990527,H054,1,onshore_wind,40,44.423894,-95.245335,MISO,MN
9990528,H055,1,onshore_wind,40,44.423894,-95.245335,MISO,MN
9990529,H056,1,onshore_wind,40,44.363065,-93.299603,MISO,MN
9990530,H057,1,onshore_wind,40,43.691893,-95.129111,MISO,MN
9990531,H058,1,onshore_wind,45,45.555452,-94.603238,MISO,MN
9990532,H059,1,onshore_wind,40,43.692187,-95.734382,MISO,MN
9990533,H060,1,onshore_wind,270,43.691893,-95.129111,MISO,MN
9990534,H061,1,onshore_wind,39,44.430749,-92.70206,MISO,MN
9990535,H062,1,onshore_wind,39,44.430749,-92.70206,MISO,MN
9990536,H063,1,onshore_wind,40,44.835875,-94.251224,MISO,MN
9990537,H064,1,onshore_wind,39,44.58273,-94.228389,MISO,MN
9990538,H065,1,onshore_wind,40,44.711027,-94.988377,MISO,MN
9990539,H066,1,onshore_wind,70,44.363065,-93.299603,MISO,MN
9990540,H067,1,onshore_wind,40,45.148898,-94.985475,MISO,MN
9990541,H068,1,onshore_wind,40,44.363065,-93.299603,MISO,MN
9990542,H069,1,onshore_wind,55,44.012169,-93.583096,MISO,MN
9990543,H070,1,onshore_wind,85,44.711027,-94.988377,MISO,MN
9990544,H071,1,onshore_wind,40,45.555452,-94.603238,MISO,MN
9990545,H072,1,onshore_wind,200,44.835875,-94.251224,MISO,MN
9990546,H073,1,onshore_wind,100,45.93479,-95.448876,MISO,MN
9990547,H074,1,onshore_wind,47.5,44.430749,-92.70206,MISO,MN
9990548,H075,1,onshore_wind,43.2,43.659082,-86.266417,MISO,MI
9990549,H076,1,onshore_wind,74,42.606984,-85.891756,MISO,MI
9990550,H077,1,onshore_wind,250,43.199769,-94.194405,MISO,IA
9990551,H078,1,onshore_wind,121,42.038923,-92.992355,MISO,IA
9990552,H079,1,onshore_wind,200,39.972006,-91.189213,MISO,IL
9990553,H080,1,onshore_wind,200,42.057302,-89.931044,MISO,IL
9990554,H081,1,onshore_wind,201,44.440121,-95.840616,MISO,MN
9990555,H082,1,onshore_wind,500,47.142166,-101.309263,MISO,ND
9990556,H083,1,onshore_wind,200,44.440121,-95.840616,MISO,MN
9990557,H084,1,onshore_wind,200,47.638424,-101.136682,MISO,ND
9990558,H085,1,onshore_wind,200,42.038923,-92.992355,MISO,IA
9990559,H086,1,onshore_wind,299.2,39.505363,-92.005507,MISO,MO
9990560,H087,1,onshore_wind,300,41.431504,-87.088488,MISO,IN
9990561,H088,1,onshore_wind,150,46.123285,-97.617545,MISO,ND
9990562,H089,1,onshore_wind,200,42.057302,-89.931044,MISO,IL
9990563,H090,1,onshore_wind,60,44.085404,-88.187129,MISO,WI
9990564,H091,1,onshore_wind,101,41.297754,-80.737441,MISO,OH
9990565,H094,1,onshore_wind,99,40.168973,-87.728779,MISO,IL
9990566,H095,1,onshore_wind,550,45.643925,-96.974396,MISO,SD
9990567,H096,1,onshore_wind,50,42.048511,-94.392857,MISO,IA
9990568,H097,1,onshore_wind,120.6,42.042178,-93.941909,MISO,IA
9990569,H098,1,onshore_wind,200,42.184722,-90.55943,MISO,IA
9990570,H099,1,onshore_wind,150,46.905613,-96.495241,MISO,MN
9990571,H100,1,onshore_wind,200,40.168973,-87.728779,MISO,IL
9990572,IP01,1,onshore_wind,50,40.508485,-88.842364,MISO,IL
9990573,IP02,1,onshore_wind,79.19,40.508485,-88.842364,MISO,IL
9990574,IP03,1,onshore_wind,79,40.508485,-88.842364,MISO,IL
9990575,IP04,1,onshore_wind,150,40.508485,-88.842364,MISO,IL
9990576,IP08,1,onshore_wind,80,40.794841,-89.218469,MISO,IL
9990577,J001,1,onshore_wind,150,46.905613,-96.495241,MISO,MN
9990578,J002,1,onshore_wind,100,40.626943,-88.190335,MISO,IL
9990579,J003,1,onshore_wind,20,46.106774,-103.512663,MISO,ND
9990580,J004,1,onshore_wind,200,40.003048,-86.907534,MISO,IN
9990581,J005,1,onshore_wind,17.5,46.0633,-94.891414,MISO,MN
9990582,J006,1,onshore_wind,25,44.357146,-94.259719,MISO,MN
9990583,J007,1,onshore_wind,250,43.383338,-95.607509,MISO,IA
9990584,J008,1,onshore_wind,150,40.947428,-90.206224,MISO,IL
9990585,J009,1,onshore_wind,250,41.897659,-90.518178,MISO,IA
9990586,J011,1,onshore_wind,150,41.563415,-86.741435,MISO,IN
9990587,J013,1,onshore_wind,200,46.99038,-98.949093,MISO,ND
9990588,J014,1,onshore_wind,100,45.555452,-94.603238,MISO,MN
9990589,J015,1,onshore_wind,100,44.430749,-92.70206,MISO,MN
9990590,J016,1,onshore_wind,200,44.022332,-93.222635,MISO,MN
9990591,J017,1,onshore_wind,200,45.555452,-94.603238,MISO,MN
9990592,J018,1,onshore_wind,100,46.106774,-103.512663,MISO,ND
9990593,J019,1,onshore_wind,100,45.93479,-95.448876,MISO,MN
9990594,J024,1,onshore_wind,201,43.672833,-93.313816,MISO,MN
9990595,J026,1,onshore_wind,50,43.695416,-92.749276,MISO,MN
9990596,J027,1,onshore_wind,48.3,45.148898,-94.985475,MISO,MN
9990597,J028,1,onshore_wind,200,40.40164,-86.897663,MISO,IN
9990598,J029,1,onshore_wind,102,43.365156,-92.313669,MISO,IA
9990599,J030,1,onshore_wind,198,43.365156,-92.313669,MISO,IA
9990600,J031,1,onshore_wind,250,46.99038,-98.949093,MISO,ND
9990601,J032,1,onshore_wind,4.94,43.986156,-94.599966,MISO,MN
9990602,J033,1,onshore_wind,4.94,44.016183,-95.180153,MISO,MN
9990603,J034,1,onshore_wind,175,40.1245,-89.3675,MISO,IL
9990604,J035,1,onshore_wind,4.94,46.366588,-96.470385,MISO,MN
9990605,J036,1,onshore_wind,4.94,43.691893,-95.129111,MISO,MN
9990606,J037,1,onshore_wind,64.5,42.606984,-85.891756,MISO,MI
9990607,J038,1,onshore_wind,498,39.757504,-89.682888,MISO,IL
9990608,J041,1,onshore_wind,90,42.416926,-92.774828,MISO,IA
9990609,J042,1,onshore_wind,199.8,46.021882,-94.218375,MISO,MN
9990610,J044,1,onshore_wind,99,39.678425,-87.743393,MISO,IL
9990611,J045,1,onshore_wind,23.1,44.035805,-96.248354,MISO,MN
9990612,J048,1,onshore_wind,140,47.919568,-98.177915,MISO,ND
9990613,J049,1,onshore_wind,16,43.073604,-93.735209,MISO,IA
9990614,J050,1,onshore_wind,250,46.808448,-102.637852,MISO,ND
9990615,J051,1,onshore_wind,200,43.691893,-95.129111,MISO,MN
9990616,J052,1,onshore_wind,100,43.682903,-84.006289,MISO,MI
9990617,J053,1,onshore_wind,200,40.054777,-86.449255,MISO,IN
9990618,J054,1,onshore_wind,197.8,40.314419,-86.042034,MISO,IN
9990619,J055,1,onshore_wind,40,44.777032,-96.656055,MISO,SD
9990620,J056,1,onshore_wind,100.8,41.877033,-84.595522,MISO,MI
9990621,J057,1,onshore_wind,200,40.516292,-82.78646,MISO,OH
9990622,J058,1,onshore_wind,4.94,44.016183,-95.180153,MISO,MN
9990623,J059,1,onshore_wind,99,42.606984,-85.891756,MISO,MI
9990624,J060,1,onshore_wind,29,45.960614,-86.916613,MISO,MI
9990625,J061,1,onshore_wind,70,45.960614,-86.916613,MISO,MI
9990626,J062,1,onshore_wind,250,47.694693,-96.375239,MISO,MN
9990627,J063,1,onshore_wind,200,47.502932,-95.365108,MISO,MN
9990628,J064,1,onshore_wind,100,47.870553,-94.841286,MISO,MN
9990629,J066,1,onshore_wind,60,46.327916,-84.619853,MISO,MI
9990630,J067,1,onshore_wind,300,44.019479,-92.388844,MISO,MN
9990631,J068,1,onshore_wind,100,43.396004,-95.192801,MISO,IA
9990632,J070,1,onshore_wind,49.2,42.9437,-84.6015,MISO,MI
9990633,J072,1,onshore_wind,200.1,43.096237,-95.60587,MISO,IA
9990634,J074,1,onshore_wind,350,43.852661,-83.020298,MISO,MI
9990635,J075,1,onshore_wind,150,43.852661,-83.020298,MISO,MI
9990636,J076,1,onshore_wind,151.2,40.4836,-86.117,MISO,IN
9990637,J077,1,onshore_wind,50,47.694693,-96.375239,MISO,MN
9990638,J079,1,onshore_wind,29,43.466828,-89.342991,MISO,WI
9990639,J080,1,onshore_wind,200,44.388943,-96.775495,MISO,SD
9990640,J081,1,onshore_wind,200,47.3092,-101.8315,MISO,ND
9990641,J082,1,onshore_wind,100,47.3092,-101.8315,MISO,ND
9990642,J083,1,onshore_wind,200,40.36708,-87.340482,MISO,IN
9990643,J084,1,onshore_wind,50,42.86301,-90.729572,MISO,WI
9990644,J085,1,onshore_wind,150,41.877033,-84.595522,MISO,MI
9990645,J086,1,onshore_wind,100,45.148898,-94.985475,MISO,MN
9990646,J087,1,onshore_wind,30,45.148898,-94.985475,MISO,MN
9990647,J088,1,onshore_wind,81,41.881134,-84.061858,MISO,MI
9990648,J090,1,onshore_wind,200,47.3092,-101.8315,MISO,ND
9990649,J091,1,onshore_wind,66,43.073604,-93.735209,MISO,IA
9990650,J092,1,onshore_wind,20,42.048511,-94.392857,MISO,IA
9990651,J093,1,onshore_wind,50,42.048511,-94.392857,MISO,IA
9990652,J094,1,onshore_wind,200,44.121694,-87.806347,MISO,WI
9990653,J095,1,onshore_wind,300,43.090542,-93.231955,MISO,IA
9990654,J096,1,onshore_wind,150,42.08971,-92.532708,MISO,IA
9990655,J097,1,onshore_wind,200,40.906954,-91.194333,MISO,IA
9990656,J098,1,onshore_wind,150,46.115778,-98.478795,MISO,ND
9990657,J099,1,onshore_wind,48.6,41.877033,-84.595522,MISO,MI
9990658,J100,1,onshore_wind,300,41.374709,-90.114223,MISO,IL
9990659,J1004,1,onshore_wind,800,43.469878,-85.292454,MISO,MI
9990660,J101,1,onshore_wind,300,41.374709,-90.114223,MISO,IL
9990661,J1017,1,onshore_wind,125,40.656219,-86.774206,MISO,IN
9990662,J1018,1,onshore_wind,150,40.782663,-86.052132,MISO,IN
9990663,J1019,1,onshore_wind,150,38.9906,-92.3097,MISO,MO
9990664,J1021,1,onshore_wind,200,39.978566,-88.597863,MISO,IL
9990665,J1022,1,onshore_wind,150,40.508485,-88.842364,MISO,IL
9990666,J1024,1,onshore_wind,200,40.376036,-94.899105,MISO,MO
9990667,J1025,1,onshore_wind,300,40.1282,-92.1481,MISO,MO
9990668,J1026,1,onshore_wind,400,39.323744,-91.575964,MISO,MO
9990669,J103,1,onshore_wind,20,42.046608,-93.435588,MISO,IA
9990670,J1031,1,onshore_wind,150,39.938065,-85.39177,MISO,IN
9990671,J1040,1,onshore_wind,250,46.119855,-99.396278,MISO,ND
9990672,J1043,1,onshore_wind,374.4,43.325191,-85.157871,MISO,MI
9990673,J1048,1,onshore_wind,250,43.469878,-85.292454,MISO,MI
9990674,J105,1,onshore_wind,80,40.626943,-88.190335,MISO,IL
9990675,J1050,1,onshore_wind,225,42.182389,-93.858586,MISO,IA
9990676,J1055,1,onshore_wind,144,40.2396,-89.9168,MISO,IL
9990677,J1056,1,onshore_wind,200,41.9287,-83.5375,MISO,MI
9990678,J1064,1,onshore_wind,200,42.941827,-85.082972,MISO,MI
9990679,J1065,1,onshore_wind,200,43.280381,-84.60826,MISO,MI
9990680,J1066,1,onshore_wind,44,39.629555,-90.88281,MISO,IL
9990681,J1068,1,onshore_wind,200,42.255319,-83.843612,MISO,MI
9990682,J1069,1,onshore_wind,200,41.045591,-86.931126,MISO,IN
9990683,J107,1,onshore_wind,200,40.1245,-89.3675,MISO,IL
9990684,J1075,1,onshore_wind,350,41.9154,-85.9935,MISO,MI
9990685,J1077,1,onshore_wind,250,41.9154,-85.9935,MISO,MI
9990686,J108,1,onshore_wind,165,40.626943,-88.190335,MISO,IL
9990687,J1080,1,onshore_wind,99,40.282574,-88.937121,MISO,IL
9990688,J1081,1,onshore_wind,300,47.694693,-96.375239,MISO,MN
9990689,J1082,1,onshore_wind,400,40.265546,-93.585789,MISO,MO
9990690,J1085,1,onshore_wind,300,44.861847,-90.29352,MISO,WI
9990691,J109,1,onshore_wind,99,42.655097,-90.1204,MISO,WI
9990692,J1106,1,onshore_wind,414,44.423894,-95.245335,MISO,MN
9990693,J1109,1,onshore_wind,207,46.936179,-97.20091,MISO,ND
9990694,J111,1,onshore_wind,150,43.695416,-92.749276,MISO,MN
9990695,J1114,1,onshore_wind,200,42.737094,-96.202391,MISO,IA
9990696,J1115,1,onshore_wind,200,39.855282,-88.963006,MISO,IL
9990697,J1116,1,onshore_wind,100,39.8236,-85.7733,MISO,IN
9990698,J1118,1,onshore_wind,150,39.978566,-88.597863,MISO,IL
9990699,J112,1,onshore_wind,4.94,43.994953,-91.740899,MISO,MN
9990700,J1120,1,onshore_wind,145,29.857111,-94.154168,MISO,TX
9990701,J1122,1,onshore_wind,200,41.335852,-95.536301,MISO,IA
9990702,J1123,1,onshore_wind,150,39.23288,-91.868652,MISO,MO
9990703,J1126,1,onshore_wind,1.1,43.473925,-83.418464,MISO,MI
9990704,J113,1,onshore_wind,100.5,40.443233,-95.43622,MISO,MO
9990705,J1138,1,onshore_wind,70,46.648549,-88.377909,MISO,MI
9990706,J114,1,onshore_wind,150,42.08971,-92.532708,MISO,IA
9990707,J115,1,onshore_wind,500,37.81505,-90.509704,MISO,MO
9990708,J1150,1,onshore_wind,30,40.782663,-86.052132,MISO,IN
9990709,J116,1,onshore_wind,999,43.073604,-93.735209,MISO,IA
9990710,J1175,1,onshore_wind,165,43.388272,-93.245767,MISO,IA
9990711,J1176,1,onshore_wind,145,43.249893,-93.264306,MISO,IA
9990712,J1177,1,onshore_wind,300,40.473942,-92.526649,MISO,MO
9990713,J118,1,onshore_wind,50,42.048511,-94.392857,MISO,IA
9990714,J1181,1,onshore_wind,200,43.047089,-92.303994,MISO,IA
9990715,J1185,1,onshore_wind,200,40.490615,-92.98552,MISO,MO
9990716,J1187,1,onshore_wind,151.8,47.3092,-101.8315,MISO,ND
9990717,J119,1,onshore_wind,61.2,46.327916,-84.619853,MISO,MI
9990718,J1194,1,onshore_wind,225.2,43.483998,-84.275697,MISO,MI
9990719,J1195,1,onshore_wind,150.4,41.912027,-85.051812,MISO,MI
9990720,J121,1,onshore_wind,100,40.626943,-88.190335,MISO,IL
9990721,J122,1,onshore_wind,60,43.852661,-83.020298,MISO,MI
9990722,J124,1,onshore_wind,50,41.678434,-80.764626,MISO,OH
9990723,J1244,1,onshore_wind,38.4,46.939526,-88.740235,MISO,MI
9990724,J125,1,onshore_wind,151.2,39.855282,-88.963006,MISO,IL
9990725,J126,1,onshore_wind,4.94,43.994953,-91.740899,MISO,MN
9990726,J1270,1,onshore_wind,200,43.084683,-94.675507,MISO,IA
9990727,J128,1,onshore_wind,100,41.0332,-89.3448,MISO,IL
9990728,J1289,1,onshore_wind,200,39.746573,-90.194274,MISO,IL
9990729,J1292,1,onshore_wind,198,42.941827,-85.082972,MISO,MI
9990730,J1315,1,onshore_wind,600,44.182125,-95.386784,MISO,MN
9990731,J1317,1,onshore_wind,150,43.457406,-82.797498,MISO,MI
9990732,J1319,1,onshore_wind,117.5,43.852661,-83.020298,MISO,MI
9990733,J132,1,onshore_wind,125,43.280381,-84.60826,MISO,MI
9990734,J133,1,onshore_wind,200,45.009101,-97.202055,MISO,SD
9990735,J1338,1,onshore_wind,150,39.23288,-91.868652,MISO,MO
9990736,J134,1,onshore_wind,150,43.037139,-89.389671,MISO,WI
9990737,J1341,1,onshore_wind,398,42.488778,-91.808815,MISO,IA
9990738,J135,1,onshore_wind,200,44.361809,-91.785829,MISO,WI
9990739,J136,1,onshore_wind,40,43.685934,-92.048736,MISO,MN
9990740,J1360,1,onshore_wind,300,39.978566,-88.597863,MISO,IL
9990741,J1365,1,onshore_wind,169.4,42.08971,-92.532708,MISO,IA
9990742,J1366,1,onshore_wind,200,44.736041,-91.292822,MISO,WI
9990743,J137,1,onshore_wind,100,43.695416,-92.749276,MISO,MN
9990744,J1371,1,onshore_wind,150,44.727888,-95.919791,MISO,MN
9990745,J1374,1,onshore_wind,95,42.86301,-90.729572,MISO,WI
9990746,J1376,1,onshore_wind,100,38.833161,-92.799785,MISO,MO
9990747,J138,1,onshore_wind,48,44.019479,-92.388844,MISO,MN
9990748,J139,1,onshore_wind,200,42.86301,-90.729572,MISO,WI
9990749,J140,1,onshore_wind,100,43.685934,-92.048736,MISO,MN
9990750,J1400,1,onshore_wind,150,35.214497,-90.330899,MISO,AR
9990751,J1404,1,onshore_wind,167,33.586168,-90.593748,MISO,MS
9990752,J1406,1,onshore_wind,25.2,43.296124,-86.183293,MISO,MI
9990753,J141,1,onshore_wind,200,43.685934,-92.048736,MISO,MN
9990754,J1427,1,onshore_wind,400,42.0802,-92.0657,MISO,IA
9990755,J1432,1,onshore_wind,250,41.897659,-90.518178,MISO,IA
9990756,J1437,1,onshore_wind,180,36.341,-93.5382,MISO,AR
9990757,J1453,1,onshore_wind,188.3,40.2396,-89.9168,MISO,IL
9990758,J1454,1,onshore_wind,58.5,40.2396,-89.9168,MISO,IL
9990759,J1456,1,onshore_wind,300,47.582458,-100.317451,MISO,ND
9990760,J146,1,onshore_wind,99,43.74216,-88.490046,MISO,WI
